Hour_of_Year,Time_(HH:MM),Hr_of_Day,Day_of_Year,Day_of_Week,Day_Name,Month,Mains_Temp_C
538,23.375,10,23,2,Monday,1,7.655555556
539,23.41666667,11,23,2,Monday,1,7.655555556
540,23.45833333,12,23,2,Monday,1,7.65
541,23.5,13,23,2,Monday,1,7.65
542,23.54166667,14,23,2,Monday,1,7.644444444
543,23.58333333,15,23,2,Monday,1,7.644444444
544,23.625,16,23,2,Monday,1,7.644444444
545,23.66666667,17,23,2,Monday,1,7.644444444
546,23.70833333,18,23,2,Monday,1,7.644444444
547,23.75,19,23,2,Monday,1,7.65
548,23.79166667,20,23,2,Monday,1,7.644444444
549,23.83333333,21,23,2,Monday,1,7.644444444
550,23.875,22,23,2,Monday,1,7.644444444
551,23.91666667,23,23,2,Monday,1,7.644444444
552,23.95833333,24,23,2,Monday,1,7.65
553,24,1,24,3,Tuesday,1,7.65
554,24.04166667,2,24,3,Tuesday,1,7.65
555,24.08333333,3,24,3,Tuesday,1,7.655555556
556,24.125,4,24,3,Tuesday,1,7.655555556
557,24.16666667,5,24,3,Tuesday,1,7.655555556
558,24.20833333,6,24,3,Tuesday,1,7.661111111
559,24.25,7,24,3,Tuesday,1,7.666666667
560,24.29166667,8,24,3,Tuesday,1,7.666666667
561,24.33333333,9,24,3,Tuesday,1,7.672222222
562,24.375,10,24,3,Tuesday,1,7.672222222
563,24.41666667,11,24,3,Tuesday,1,7.677777778
564,24.45833333,12,24,3,Tuesday,1,7.677777778
565,24.5,13,24,3,Tuesday,1,7.677777778
566,24.54166667,14,24,3,Tuesday,1,7.683333333
567,24.58333333,15,24,3,Tuesday,1,7.683333333
568,24.625,16,24,3,Tuesday,1,7.683333333
569,24.66666667,17,24,3,Tuesday,1,7.688888889
570,24.70833333,18,24,3,Tuesday,1,7.694444444
571,24.75,19,24,3,Tuesday,1,7.694444444
572,24.79166667,20,24,3,Tuesday,1,7.694444444
573,24.83333333,21,24,3,Tuesday,1,7.7
574,24.875,22,24,3,Tuesday,1,7.7
575,24.91666667,23,24,3,Tuesday,1,7.705555556
576,24.95833333,24,24,3,Tuesday,1,7.705555556
577,25,1,25,4,Wednesday,1,7.711111111
578,25.04166667,2,25,4,Wednesday,1,7.711111111
579,25.08333333,3,25,4,Wednesday,1,7.711111111
580,25.125,4,25,4,Wednesday,1,7.716666667
581,25.16666667,5,25,4,Wednesday,1,7.716666667
582,25.20833333,6,25,4,Wednesday,1,7.716666667
583,25.25,7,25,4,Wednesday,1,7.716666667
584,25.29166667,8,25,4,Wednesday,1,7.716666667
585,25.33333333,9,25,4,Wednesday,1,7.716666667
586,25.375,10,25,4,Wednesday,1,7.711111111
587,25.41666667,11,25,4,Wednesday,1,7.711111111
588,25.45833333,12,25,4,Wednesday,1,7.711111111
589,25.5,13,25,4,Wednesday,1,7.711111111
590,25.54166667,14,25,4,Wednesday,1,7.711111111
591,25.58333333,15,25,4,Wednesday,1,7.711111111
592,25.625,16,25,4,Wednesday,1,7.716666667
593,25.66666667,17,25,4,Wednesday,1,7.716666667
594,25.70833333,18,25,4,Wednesday,1,7.716666667
595,25.75,19,25,4,Wednesday,1,7.716666667
596,25.79166667,20,25,4,Wednesday,1,7.722222222
597,25.83333333,21,25,4,Wednesday,1,7.722222222
598,25.875,22,25,4,Wednesday,1,7.722222222
599,25.91666667,23,25,4,Wednesday,1,7.722222222
600,25.95833333,24,25,4,Wednesday,1,7.722222222
601,26,1,26,5,Thursday,1,7.716666667
602,26.04166667,2,26,5,Thursday,1,7.716666667
603,26.08333333,3,26,5,Thursday,1,7.716666667
604,26.125,4,26,5,Thursday,1,7.716666667
605,26.16666667,5,26,5,Thursday,1,7.722222222
606,26.20833333,6,26,5,Thursday,1,7.722222222
607,26.25,7,26,5,Thursday,1,7.722222222
608,26.29166667,8,26,5,Thursday,1,7.722222222
609,26.33333333,9,26,5,Thursday,1,7.722222222
610,26.375,10,26,5,Thursday,1,7.722222222
611,26.41666667,11,26,5,Thursday,1,7.722222222
612,26.45833333,12,26,5,Thursday,1,7.716666667
613,26.5,13,26,5,Thursday,1,7.716666667
614,26.54166667,14,26,5,Thursday,1,7.716666667
615,26.58333333,15,26,5,Thursday,1,7.716666667
616,26.625,16,26,5,Thursday,1,7.716666667
617,26.66666667,17,26,5,Thursday,1,7.716666667
618,26.70833333,18,26,5,Thursday,1,7.722222222
619,26.75,19,26,5,Thursday,1,7.722222222
620,26.79166667,20,26,5,Thursday,1,7.727777778
621,26.83333333,21,26,5,Thursday,1,7.727777778
622,26.875,22,26,5,Thursday,1,7.733333333
623,26.91666667,23,26,5,Thursday,1,7.733333333
624,26.95833333,24,26,5,Thursday,1,7.738888889
625,27,1,27,6,Friday,1,7.744444444
626,27.04166667,2,27,6,Friday,1,7.75
627,27.08333333,3,27,6,Friday,1,7.75
628,27.125,4,27,6,Friday,1,7.755555556
629,27.16666667,5,27,6,Friday,1,7.761111111
630,27.20833333,6,27,6,Friday,1,7.761111111
631,27.25,7,27,6,Friday,1,7.766666667
632,27.29166667,8,27,6,Friday,1,7.766666667
633,27.33333333,9,27,6,Friday,1,7.772222222
634,27.375,10,27,6,Friday,1,7.772222222
635,27.41666667,11,27,6,Friday,1,7.777777778
636,27.45833333,12,27,6,Friday,1,7.777777778
637,27.5,13,27,6,Friday,1,7.783333333
638,27.54166667,14,27,6,Friday,1,7.783333333
639,27.58333333,15,27,6,Friday,1,7.788888889
640,27.625,16,27,6,Friday,1,7.788888889
641,27.66666667,17,27,6,Friday,1,7.788888889
642,27.70833333,18,27,6,Friday,1,7.794444444
643,27.75,19,27,6,Friday,1,7.794444444
644,27.79166667,20,27,6,Friday,1,7.8
645,27.83333333,21,27,6,Friday,1,7.8
646,27.875,22,27,6,Friday,1,7.8
647,27.91666667,23,27,6,Friday,1,7.8
648,27.95833333,24,27,6,Friday,1,7.805555556
649,28,1,28,7,Saturday,1,7.805555556
650,28.04166667,2,28,7,Saturday,1,7.805555556
651,28.08333333,3,28,7,Saturday,1,7.805555556
652,28.125,4,28,7,Saturday,1,7.805555556
653,28.16666667,5,28,7,Saturday,1,7.805555556
654,28.20833333,6,28,7,Saturday,1,7.805555556
655,28.25,7,28,7,Saturday,1,7.805555556
656,28.29166667,8,28,7,Saturday,1,7.805555556
657,28.33333333,9,28,7,Saturday,1,7.805555556
658,28.375,10,28,7,Saturday,1,7.805555556
659,28.41666667,11,28,7,Saturday,1,7.805555556
660,28.45833333,12,28,7,Saturday,1,7.8
661,28.5,13,28,7,Saturday,1,7.8
662,28.54166667,14,28,7,Saturday,1,7.8
663,28.58333333,15,28,7,Saturday,1,7.794444444
664,28.625,16,28,7,Saturday,1,7.794444444
665,28.66666667,17,28,7,Saturday,1,7.794444444
666,28.70833333,18,28,7,Saturday,1,7.794444444
667,28.75,19,28,7,Saturday,1,7.794444444
668,28.79166667,20,28,7,Saturday,1,7.794444444
669,28.83333333,21,28,7,Saturday,1,7.794444444
670,28.875,22,28,7,Saturday,1,7.794444444
671,28.91666667,23,28,7,Saturday,1,7.794444444
672,28.95833333,24,28,7,Saturday,1,7.794444444
673,29,1,29,1,Sunday,1,7.794444444
674,29.04166667,2,29,1,Sunday,1,7.8
675,29.08333333,3,29,1,Sunday,1,7.8
676,29.125,4,29,1,Sunday,1,7.805555556
677,29.16666667,5,29,1,Sunday,1,7.805555556
678,29.20833333,6,29,1,Sunday,1,7.805555556
679,29.25,7,29,1,Sunday,1,7.811111111
680,29.29166667,8,29,1,Sunday,1,7.811111111
681,29.33333333,9,29,1,Sunday,1,7.811111111
682,29.375,10,29,1,Sunday,1,7.816666667
683,29.41666667,11,29,1,Sunday,1,7.816666667
684,29.45833333,12,29,1,Sunday,1,7.822222222
685,29.5,13,29,1,Sunday,1,7.822222222
686,29.54166667,14,29,1,Sunday,1,7.822222222
687,29.58333333,15,29,1,Sunday,1,7.827777778
688,29.625,16,29,1,Sunday,1,7.833333333
689,29.66666667,17,29,1,Sunday,1,7.833333333
690,29.70833333,18,29,1,Sunday,1,7.838888889
691,29.75,19,29,1,Sunday,1,7.844444444
692,29.79166667,20,29,1,Sunday,1,7.844444444
693,29.83333333,21,29,1,Sunday,1,7.85
694,29.875,22,29,1,Sunday,1,7.855555556
695,29.91666667,23,29,1,Sunday,1,7.861111111
696,29.95833333,24,29,1,Sunday,1,7.866666667
697,30,1,30,2,Monday,1,7.872222222
698,30.04166667,2,30,2,Monday,1,7.872222222
699,30.08333333,3,30,2,Monday,1,7.877777778
700,30.125,4,30,2,Monday,1,7.877777778
701,30.16666667,5,30,2,Monday,1,7.883333333
702,30.20833333,6,30,2,Monday,1,7.888888889
703,30.25,7,30,2,Monday,1,7.888888889
704,30.29166667,8,30,2,Monday,1,7.888888889
705,30.33333333,9,30,2,Monday,1,7.894444444
706,30.375,10,30,2,Monday,1,7.894444444
707,30.41666667,11,30,2,Monday,1,7.9
708,30.45833333,12,30,2,Monday,1,7.9
709,30.5,13,30,2,Monday,1,7.9
710,30.54166667,14,30,2,Monday,1,7.9
711,30.58333333,15,30,2,Monday,1,7.9
712,30.625,16,30,2,Monday,1,7.9
713,30.66666667,17,30,2,Monday,1,7.9
714,30.70833333,18,30,2,Monday,1,7.9
715,30.75,19,30,2,Monday,1,7.9
716,30.79166667,20,30,2,Monday,1,7.9
717,30.83333333,21,30,2,Monday,1,7.9
718,30.875,22,30,2,Monday,1,7.9
719,30.91666667,23,30,2,Monday,1,7.9
720,30.95833333,24,30,2,Monday,1,7.9
721,31,1,31,3,Tuesday,1,7.905555556
722,31.04166667,2,31,3,Tuesday,1,7.905555556
723,31.08333333,3,31,3,Tuesday,1,7.905555556
724,31.125,4,31,3,Tuesday,1,7.905555556
725,31.16666667,5,31,3,Tuesday,1,7.905555556
726,31.20833333,6,31,3,Tuesday,1,7.911111111
727,31.25,7,31,3,Tuesday,1,7.911111111
728,31.29166667,8,31,3,Tuesday,1,7.911111111
729,31.33333333,9,31,3,Tuesday,1,7.911111111
730,31.375,10,31,3,Tuesday,1,7.911111111
731,31.41666667,11,31,3,Tuesday,1,7.911111111
732,31.45833333,12,31,3,Tuesday,1,7.911111111
733,31.5,13,31,3,Tuesday,1,7.911111111
734,31.54166667,14,31,3,Tuesday,1,7.905555556
735,31.58333333,15,31,3,Tuesday,1,7.905555556
736,31.625,16,31,3,Tuesday,1,7.905555556
737,31.66666667,17,31,3,Tuesday,1,7.905555556
738,31.70833333,18,31,3,Tuesday,1,7.905555556
739,31.75,19,31,3,Tuesday,1,7.905555556
740,31.79166667,20,31,3,Tuesday,1,7.905555556
741,31.83333333,21,31,3,Tuesday,1,7.905555556
742,31.875,22,31,3,Tuesday,1,7.905555556
743,31.91666667,23,31,3,Tuesday,1,7.905555556
744,31.95833333,24,31,3,Tuesday,1,7.905555556
745,32,1,32,4,Wednesday,2,7.905555556
746,32.04166667,2,32,4,Wednesday,2,7.905555556
747,32.08333333,3,32,4,Wednesday,2,7.905555556
748,32.125,4,32,4,Wednesday,2,7.911111111
749,32.16666667,5,32,4,Wednesday,2,7.911111111
750,32.20833333,6,32,4,Wednesday,2,7.916666667
751,32.25,7,32,4,Wednesday,2,7.916666667
752,32.29166667,8,32,4,Wednesday,2,7.916666667
753,32.33333333,9,32,4,Wednesday,2,7.916666667
754,32.375,10,32,4,Wednesday,2,7.916666667
755,32.41666667,11,32,4,Wednesday,2,7.911111111
756,32.45833333,12,32,4,Wednesday,2,7.911111111
757,32.5,13,32,4,Wednesday,2,7.911111111
758,32.54166667,14,32,4,Wednesday,2,7.911111111
759,32.58333333,15,32,4,Wednesday,2,7.911111111
760,32.625,16,32,4,Wednesday,2,7.916666667
761,32.66666667,17,32,4,Wednesday,2,7.916666667
762,32.70833333,18,32,4,Wednesday,2,7.916666667
763,32.75,19,32,4,Wednesday,2,7.922222222
764,32.79166667,20,32,4,Wednesday,2,7.922222222
765,32.83333333,21,32,4,Wednesday,2,7.922222222
766,32.875,22,32,4,Wednesday,2,7.922222222
767,32.91666667,23,32,4,Wednesday,2,7.922222222
768,32.95833333,24,32,4,Wednesday,2,7.922222222
769,33,1,33,5,Thursday,2,7.922222222
770,33.04166667,2,33,5,Thursday,2,7.927777778
771,33.08333333,3,33,5,Thursday,2,7.922222222
772,33.125,4,33,5,Thursday,2,7.922222222
773,33.16666667,5,33,5,Thursday,2,7.922222222
774,33.20833333,6,33,5,Thursday,2,7.922222222
775,33.25,7,33,5,Thursday,2,7.922222222
776,33.29166667,8,33,5,Thursday,2,7.922222222
777,33.33333333,9,33,5,Thursday,2,7.922222222
778,33.375,10,33,5,Thursday,2,7.922222222
779,33.41666667,11,33,5,Thursday,2,7.922222222
780,33.45833333,12,33,5,Thursday,2,7.922222222
781,33.5,13,33,5,Thursday,2,7.927777778
782,33.54166667,14,33,5,Thursday,2,7.927777778
783,33.58333333,15,33,5,Thursday,2,7.933333333
784,33.625,16,33,5,Thursday,2,7.938888889
785,33.66666667,17,33,5,Thursday,2,7.938888889
786,33.70833333,18,33,5,Thursday,2,7.944444444
787,33.75,19,33,5,Thursday,2,7.95
788,33.79166667,20,33,5,Thursday,2,7.95
789,33.83333333,21,33,5,Thursday,2,7.95
790,33.875,22,33,5,Thursday,2,7.955555556
791,33.91666667,23,33,5,Thursday,2,7.955555556
792,33.95833333,24,33,5,Thursday,2,7.955555556
793,34,1,34,6,Friday,2,7.955555556
794,34.04166667,2,34,6,Friday,2,7.955555556
795,34.08333333,3,34,6,Friday,2,7.955555556
796,34.125,4,34,6,Friday,2,7.955555556
797,34.16666667,5,34,6,Friday,2,7.95
798,34.20833333,6,34,6,Friday,2,7.95
799,34.25,7,34,6,Friday,2,7.944444444
800,34.29166667,8,34,6,Friday,2,7.944444444
801,34.33333333,9,34,6,Friday,2,7.944444444
802,34.375,10,34,6,Friday,2,7.938888889
803,34.41666667,11,34,6,Friday,2,7.938888889
804,34.45833333,12,34,6,Friday,2,7.938888889
805,34.5,13,34,6,Friday,2,7.938888889
806,34.54166667,14,34,6,Friday,2,7.938888889
807,34.58333333,15,34,6,Friday,2,7.938888889
808,34.625,16,34,6,Friday,2,7.938888889
809,34.66666667,17,34,6,Friday,2,7.938888889
810,34.70833333,18,34,6,Friday,2,7.944444444
811,34.75,19,34,6,Friday,2,7.944444444
812,34.79166667,20,34,6,Friday,2,7.944444444
813,34.83333333,21,34,6,Friday,2,7.944444444
814,34.875,22,34,6,Friday,2,7.944444444
815,34.91666667,23,34,6,Friday,2,7.944444444
816,34.95833333,24,34,6,Friday,2,7.944444444
817,35,1,35,7,Saturday,2,7.944444444
818,35.04166667,2,35,7,Saturday,2,7.944444444
819,35.08333333,3,35,7,Saturday,2,7.944444444
820,35.125,4,35,7,Saturday,2,7.938888889
821,35.16666667,5,35,7,Saturday,2,7.938888889
822,35.20833333,6,35,7,Saturday,2,7.938888889
823,35.25,7,35,7,Saturday,2,7.938888889
824,35.29166667,8,35,7,Saturday,2,7.938888889
825,35.33333333,9,35,7,Saturday,2,7.938888889
826,35.375,10,35,7,Saturday,2,7.944444444
827,35.41666667,11,35,7,Saturday,2,7.944444444
828,35.45833333,12,35,7,Saturday,2,7.944444444
829,35.5,13,35,7,Saturday,2,7.944444444
830,35.54166667,14,35,7,Saturday,2,7.95
831,35.58333333,15,35,7,Saturday,2,7.95
832,35.625,16,35,7,Saturday,2,7.955555556
833,35.66666667,17,35,7,Saturday,2,7.955555556
834,35.70833333,18,35,7,Saturday,2,7.955555556
835,35.75,19,35,7,Saturday,2,7.961111111
836,35.79166667,20,35,7,Saturday,2,7.961111111
837,35.83333333,21,35,7,Saturday,2,7.961111111
838,35.875,22,35,7,Saturday,2,7.961111111
839,35.91666667,23,35,7,Saturday,2,7.961111111
840,35.95833333,24,35,7,Saturday,2,7.961111111
841,36,1,36,1,Sunday,2,7.966666667
842,36.04166667,2,36,1,Sunday,2,7.966666667
843,36.08333333,3,36,1,Sunday,2,7.966666667
844,36.125,4,36,1,Sunday,2,7.972222222
845,36.16666667,5,36,1,Sunday,2,7.972222222
846,36.20833333,6,36,1,Sunday,2,7.972222222
847,36.25,7,36,1,Sunday,2,7.972222222
848,36.29166667,8,36,1,Sunday,2,7.972222222
849,36.33333333,9,36,1,Sunday,2,7.972222222
850,36.375,10,36,1,Sunday,2,7.972222222
851,36.41666667,11,36,1,Sunday,2,7.972222222
852,36.45833333,12,36,1,Sunday,2,7.972222222
853,36.5,13,36,1,Sunday,2,7.972222222
854,36.54166667,14,36,1,Sunday,2,7.977777778
855,36.58333333,15,36,1,Sunday,2,7.977777778
856,36.625,16,36,1,Sunday,2,7.977777778
857,36.66666667,17,36,1,Sunday,2,7.983333333
858,36.70833333,18,36,1,Sunday,2,7.983333333
859,36.75,19,36,1,Sunday,2,7.983333333
860,36.79166667,20,36,1,Sunday,2,7.983333333
861,36.83333333,21,36,1,Sunday,2,7.983333333
862,36.875,22,36,1,Sunday,2,7.983333333
863,36.91666667,23,36,1,Sunday,2,7.983333333
864,36.95833333,24,36,1,Sunday,2,7.988888889
865,37,1,37,2,Monday,2,7.988888889
866,37.04166667,2,37,2,Monday,2,7.988888889
867,37.08333333,3,37,2,Monday,2,7.988888889
868,37.125,4,37,2,Monday,2,7.988888889
869,37.16666667,5,37,2,Monday,2,7.988888889
870,37.20833333,6,37,2,Monday,2,7.988888889
871,37.25,7,37,2,Monday,2,7.988888889
872,37.29166667,8,37,2,Monday,2,7.988888889
873,37.33333333,9,37,2,Monday,2,7.988888889
874,37.375,10,37,2,Monday,2,7.988888889
875,37.41666667,11,37,2,Monday,2,7.988888889
876,37.45833333,12,37,2,Monday,2,7.994444444
877,37.5,13,37,2,Monday,2,7.994444444
878,37.54166667,14,37,2,Monday,2,7.994444444
879,37.58333333,15,37,2,Monday,2,8
880,37.625,16,37,2,Monday,2,8
881,37.66666667,17,37,2,Monday,2,8
882,37.70833333,18,37,2,Monday,2,8
883,37.75,19,37,2,Monday,2,8
884,37.79166667,20,37,2,Monday,2,8
885,37.83333333,21,37,2,Monday,2,7.994444444
886,37.875,22,37,2,Monday,2,7.994444444
887,37.91666667,23,37,2,Monday,2,7.994444444
888,37.95833333,24,37,2,Monday,2,7.994444444
889,38,1,38,3,Tuesday,2,8
890,38.04166667,2,38,3,Tuesday,2,8
891,38.08333333,3,38,3,Tuesday,2,8
892,38.125,4,38,3,Tuesday,2,8
893,38.16666667,5,38,3,Tuesday,2,8
894,38.20833333,6,38,3,Tuesday,2,7.994444444
895,38.25,7,38,3,Tuesday,2,7.994444444
896,38.29166667,8,38,3,Tuesday,2,7.994444444
897,38.33333333,9,38,3,Tuesday,2,7.988888889
898,38.375,10,38,3,Tuesday,2,7.988888889
899,38.41666667,11,38,3,Tuesday,2,7.988888889
900,38.45833333,12,38,3,Tuesday,2,7.988888889
901,38.5,13,38,3,Tuesday,2,7.988888889
902,38.54166667,14,38,3,Tuesday,2,7.988888889
903,38.58333333,15,38,3,Tuesday,2,7.988888889
904,38.625,16,38,3,Tuesday,2,7.994444444
905,38.66666667,17,38,3,Tuesday,2,7.994444444
906,38.70833333,18,38,3,Tuesday,2,7.994444444
907,38.75,19,38,3,Tuesday,2,7.994444444
908,38.79166667,20,38,3,Tuesday,2,7.994444444
909,38.83333333,21,38,3,Tuesday,2,7.994444444
910,38.875,22,38,3,Tuesday,2,7.988888889
911,38.91666667,23,38,3,Tuesday,2,7.988888889
912,38.95833333,24,38,3,Tuesday,2,7.988888889
913,39,1,39,4,Wednesday,2,7.988888889
914,39.04166667,2,39,4,Wednesday,2,7.983333333
915,39.08333333,3,39,4,Wednesday,2,7.983333333
916,39.125,4,39,4,Wednesday,2,7.983333333
917,39.16666667,5,39,4,Wednesday,2,7.983333333
918,39.20833333,6,39,4,Wednesday,2,7.983333333
919,39.25,7,39,4,Wednesday,2,7.977777778
920,39.29166667,8,39,4,Wednesday,2,7.977777778
921,39.33333333,9,39,4,Wednesday,2,7.977777778
922,39.375,10,39,4,Wednesday,2,7.977777778
923,39.41666667,11,39,4,Wednesday,2,7.977777778
924,39.45833333,12,39,4,Wednesday,2,7.977777778
925,39.5,13,39,4,Wednesday,2,7.977777778
926,39.54166667,14,39,4,Wednesday,2,7.977777778
927,39.58333333,15,39,4,Wednesday,2,7.977777778
928,39.625,16,39,4,Wednesday,2,7.977777778
929,39.66666667,17,39,4,Wednesday,2,7.983333333
930,39.70833333,18,39,4,Wednesday,2,7.983333333
931,39.75,19,39,4,Wednesday,2,7.988888889
932,39.79166667,20,39,4,Wednesday,2,7.988888889
933,39.83333333,21,39,4,Wednesday,2,7.988888889
934,39.875,22,39,4,Wednesday,2,7.994444444
935,39.91666667,23,39,4,Wednesday,2,7.994444444
936,39.95833333,24,39,4,Wednesday,2,7.994444444
937,40,1,40,5,Thursday,2,7.994444444
938,40.04166667,2,40,5,Thursday,2,7.994444444
939,40.08333333,3,40,5,Thursday,2,7.994444444
940,40.125,4,40,5,Thursday,2,7.994444444
941,40.16666667,5,40,5,Thursday,2,7.994444444
942,40.20833333,6,40,5,Thursday,2,7.994444444
943,40.25,7,40,5,Thursday,2,7.994444444
944,40.29166667,8,40,5,Thursday,2,7.994444444
945,40.33333333,9,40,5,Thursday,2,7.994444444
946,40.375,10,40,5,Thursday,2,7.994444444
947,40.41666667,11,40,5,Thursday,2,7.994444444
948,40.45833333,12,40,5,Thursday,2,7.994444444
949,40.5,13,40,5,Thursday,2,8
950,40.54166667,14,40,5,Thursday,2,8
951,40.58333333,15,40,5,Thursday,2,8
952,40.625,16,40,5,Thursday,2,8
953,40.66666667,17,40,5,Thursday,2,8
954,40.70833333,18,40,5,Thursday,2,8
955,40.75,19,40,5,Thursday,2,8
956,40.79166667,20,40,5,Thursday,2,8
957,40.83333333,21,40,5,Thursday,2,8
958,40.875,22,40,5,Thursday,2,8
959,40.91666667,23,40,5,Thursday,2,8
960,40.95833333,24,40,5,Thursday,2,8
961,41,1,41,6,Friday,2,8.005555556
962,41.04166667,2,41,6,Friday,2,8
963,41.08333333,3,41,6,Friday,2,8
964,41.125,4,41,6,Friday,2,8
965,41.16666667,5,41,6,Friday,2,8
966,41.20833333,6,41,6,Friday,2,7.994444444
967,41.25,7,41,6,Friday,2,7.994444444
968,41.29166667,8,41,6,Friday,2,7.994444444
969,41.33333333,9,41,6,Friday,2,7.988888889
970,41.375,10,41,6,Friday,2,7.988888889
971,41.41666667,11,41,6,Friday,2,7.988888889
972,41.45833333,12,41,6,Friday,2,7.988888889
973,41.5,13,41,6,Friday,2,7.988888889
974,41.54166667,14,41,6,Friday,2,7.988888889
975,41.58333333,15,41,6,Friday,2,7.988888889
976,41.625,16,41,6,Friday,2,7.988888889
977,41.66666667,17,41,6,Friday,2,7.988888889
978,41.70833333,18,41,6,Friday,2,7.988888889
979,41.75,19,41,6,Friday,2,7.988888889
980,41.79166667,20,41,6,Friday,2,7.988888889
981,41.83333333,21,41,6,Friday,2,7.983333333
982,41.875,22,41,6,Friday,2,7.983333333
983,41.91666667,23,41,6,Friday,2,7.983333333
984,41.95833333,24,41,6,Friday,2,7.983333333
985,42,1,42,7,Saturday,2,7.977777778
986,42.04166667,2,42,7,Saturday,2,7.977777778
987,42.08333333,3,42,7,Saturday,2,7.977777778
988,42.125,4,42,7,Saturday,2,7.977777778
989,42.16666667,5,42,7,Saturday,2,7.977777778
990,42.20833333,6,42,7,Saturday,2,7.972222222
991,42.25,7,42,7,Saturday,2,7.972222222
992,42.29166667,8,42,7,Saturday,2,7.972222222
993,42.33333333,9,42,7,Saturday,2,7.972222222
994,42.375,10,42,7,Saturday,2,7.972222222
995,42.41666667,11,42,7,Saturday,2,7.972222222
996,42.45833333,12,42,7,Saturday,2,7.972222222
997,42.5,13,42,7,Saturday,2,7.972222222
998,42.54166667,14,42,7,Saturday,2,7.972222222
999,42.58333333,15,42,7,Saturday,2,7.977777778
1000,42.625,16,42,7,Saturday,2,7.977777778
1001,42.66666667,17,42,7,Saturday,2,7.977777778
1002,42.70833333,18,42,7,Saturday,2,7.983333333
1003,42.75,19,42,7,Saturday,2,7.983333333
1004,42.79166667,20,42,7,Saturday,2,7.988888889
1005,42.83333333,21,42,7,Saturday,2,7.988888889
1006,42.875,22,42,7,Saturday,2,7.988888889
1007,42.91666667,23,42,7,Saturday,2,7.988888889
1008,42.95833333,24,42,7,Saturday,2,7.988888889
1009,43,1,43,1,Sunday,2,7.994444444
1010,43.04166667,2,43,1,Sunday,2,7.994444444
1011,43.08333333,3,43,1,Sunday,2,7.994444444
1012,43.125,4,43,1,Sunday,2,7.994444444
1013,43.16666667,5,43,1,Sunday,2,7.994444444
1014,43.20833333,6,43,1,Sunday,2,7.994444444
1015,43.25,7,43,1,Sunday,2,7.994444444
1016,43.29166667,8,43,1,Sunday,2,7.994444444
1017,43.33333333,9,43,1,Sunday,2,7.994444444
1018,43.375,10,43,1,Sunday,2,8
1019,43.41666667,11,43,1,Sunday,2,8
1020,43.45833333,12,43,1,Sunday,2,8.005555556
1021,43.5,13,43,1,Sunday,2,8.005555556
1022,43.54166667,14,43,1,Sunday,2,8.005555556
1023,43.58333333,15,43,1,Sunday,2,8.005555556
1024,43.625,16,43,1,Sunday,2,8.011111111
1025,43.66666667,17,43,1,Sunday,2,8.011111111
1026,43.70833333,18,43,1,Sunday,2,8.016666667
1027,43.75,19,43,1,Sunday,2,8.016666667
1028,43.79166667,20,43,1,Sunday,2,8.016666667
1029,43.83333333,21,43,1,Sunday,2,8.022222222
1030,43.875,22,43,1,Sunday,2,8.022222222
1031,43.91666667,23,43,1,Sunday,2,8.022222222
1032,43.95833333,24,43,1,Sunday,2,8.027777778
1033,44,1,44,2,Monday,2,8.027777778
1034,44.04166667,2,44,2,Monday,2,8.027777778
1035,44.08333333,3,44,2,Monday,2,8.027777778
1036,44.125,4,44,2,Monday,2,8.027777778
1037,44.16666667,5,44,2,Monday,2,8.033333333
1038,44.20833333,6,44,2,Monday,2,8.033333333
1039,44.25,7,44,2,Monday,2,8.038888889
1040,44.29166667,8,44,2,Monday,2,8.038888889
1041,44.33333333,9,44,2,Monday,2,8.044444444
1042,44.375,10,44,2,Monday,2,8.044444444
1043,44.41666667,11,44,2,Monday,2,8.044444444
1044,44.45833333,12,44,2,Monday,2,8.044444444
1045,44.5,13,44,2,Monday,2,8.044444444
1046,44.54166667,14,44,2,Monday,2,8.044444444
1047,44.58333333,15,44,2,Monday,2,8.044444444
1048,44.625,16,44,2,Monday,2,8.044444444
1049,44.66666667,17,44,2,Monday,2,8.038888889
1050,44.70833333,18,44,2,Monday,2,8.033333333
1051,44.75,19,44,2,Monday,2,8.033333333
1052,44.79166667,20,44,2,Monday,2,8.027777778
1053,44.83333333,21,44,2,Monday,2,8.027777778
1054,44.875,22,44,2,Monday,2,8.022222222
1055,44.91666667,23,44,2,Monday,2,8.022222222
1056,44.95833333,24,44,2,Monday,2,8.022222222
1057,45,1,45,3,Tuesday,2,8.022222222
1058,45.04166667,2,45,3,Tuesday,2,8.016666667
1059,45.08333333,3,45,3,Tuesday,2,8.016666667
1060,45.125,4,45,3,Tuesday,2,8.011111111
1061,45.16666667,5,45,3,Tuesday,2,8.011111111
1062,45.20833333,6,45,3,Tuesday,2,8.005555556
