Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.10213795769009196,2.437643518104786e-9,0.0,0.0,2374813560.316965,2790356259.429343,2374813560.3169665,28454499.112377055,0.0,0.0,387088200.0000004,387088200.0000004,0.0,0.0,0.0
 August,0.11534539904419829,1.7551606753684988e-9,0.0,100.33333333333333,0.0,241850699.99999964,0.0,0.0,0.0,0.0,241850699.99999964,241850699.99999964,0.0,0.0,0.0
 December,0.1042336719095749,1.981076466299575e-9,0.0,2671.166666666666,35373284434.49683,56046672903.75951,35373284434.49695,423835020.7303016,0.0,0.0,20249553448.53188,20249553448.53188,0.0,0.0,0.0
