Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 December,385613281.93705946,384913802.3397741,699479.5972851597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 December,39323970302.08323,39252638954.85285,71331347.2305254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
