Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,-1.1,8.822222222,0.0,449.71410205278596,0.0,19.22580169745867,1.8603912958634752,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  02:00:00,-0.6,8.822222222,0.0,449.71410205278596,0.0,19.018841492464944,1.6981017582926448,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  03:00:00,-1.0,8.827777778,0.0,449.71410205278596,0.0,18.706833073852653,1.1702792230955972,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  04:00:00,-1.1,8.827777778,0.0,449.71410205278596,0.0,18.580372429540276,1.145289323144186,5.895060167962122,0.0,99.32066511990938,3.207029169030062,193.72678390027824,0.0
 01/01  05:00:00,-1.1,8.833333333,0.0,449.71410205278596,0.0,18.60014628209719,1.758728722595872,11.293161496312052,0.0,190.19715261544198,6.144850869762763,187.9823986981295,0.0
 01/01  06:00:00,-1.1,8.833333333,0.0,449.71410205278596,0.0,19.703523711126927,4.345619211604755,43.504780221374055,0.0,744.7978443618977,24.005565682407344,153.69949730610657,0.0
 01/01  07:00:00,-1.1,8.838888889,0.0,449.71410205278596,0.0,19.692952318312688,4.559362532684766,39.367784993023996,0.0,672.6319878602036,26.019479572484556,158.0521642508354,0.0
 01/01  08:00:00,-1.7,8.844444444,0.0,449.71410205278596,0.0,19.716495057086046,5.223089533778321,47.611823368123794,0.0,800.1175845823386,38.84634113730578,149.14165989030758,0.0
 01/01  09:00:00,-1.1,8.85,0.0,449.71410205278596,0.0,19.725462044522466,6.2031982342597,43.180649068070224,0.0,727.9052328211676,36.14080021413003,153.89939341196936,0.0
 01/01  10:00:00,0.6,8.85,0.0,449.71410205278596,0.0,19.725477026858176,6.943860513112065,38.16907965176211,0.0,660.4831708666925,25.46132612946813,159.39440667388578,0.0
 01/01  11:00:00,1.1,8.855555556,0.0,449.71410205278596,0.0,19.723647594811418,8.605579654667945,33.12929585658149,0.0,577.3636544154502,20.78590008286606,164.78292481082147,0.0
 01/01  12:00:00,1.7,8.861111111,0.0,449.71410205278596,0.0,19.721305796388528,9.148783232813212,32.61998685824563,0.0,574.5846475447845,18.097518698798698,165.35890129349477,0.0
 01/01  13:00:00,1.7,8.861111111,0.0,449.71410205278596,0.0,19.737039446388952,8.889926185309072,32.879484783328934,0.0,574.5260595949724,21.524987907718426,165.05980617756043,0.0
