EnergyPlus object,name,surface type,construction name,zone name,outside boundary condition,outside boundary condition object,sun exposure,wind exposure,view factor to ground,number of vertices,vertex 1 coordinates,vertex 2 coordinates,vertex 3 coordinates,vertex 4 coordinates
BuildingSurface:Detailed,bgwall_upper_front,Wall,foundation wall construction,{bgwall_upper_front zone name},{bgwall_upper_front outside boundary condition},{bgwall_upper_front outside boundary condition object},SunExposed,WindExposed,autocalculate,4,"{origin_x},{origin_y},{origin_z}","{building_width},{origin_y},{origin_z}","{building_width},{origin_y},{foundationwall_ht_AG}","{origin_x},{origin_y},{foundationwall_ht_AG}"
BuildingSurface:Detailed,bgwall_lower_front,Wall,foundation wall construction,{bgwall_lower_front zone name},{bgwall_lower_front outside boundary condition},{bgwall_lower_front outside boundary condition object},NoSun,NoWind,autocalculate,4,"{origin_x},{origin_y},{foundationwall_ht_BG}","{building_width},{origin_y},{foundationwall_ht_BG}","{building_width},{origin_y},{origin_z}","{origin_x},{origin_y},{origin_z}"
BuildingSurface:Detailed,bgwall_upper_right,Wall,foundation wall construction,{bgwall_upper_right zone name},{bgwall_upper_right outside boundary condition},{bgwall_upper_right outside boundary condition object},SunExposed,WindExposed,autocalculate,4,"{building_width},{origin_y},{origin_z}","{building_width},{building_depth},{origin_z}","{building_width},{building_depth},{foundationwall_ht_AG}","{building_width},{origin_y},{foundationwall_ht_AG}"
BuildingSurface:Detailed,bgwall_lower_right,Wall,foundation wall construction,{bgwall_lower_right zone name},{bgwall_lower_right outside boundary condition},{bgwall_lower_right outside boundary condition object},NoSun,NoWind,autocalculate,4,"{building_width},{origin_y},{foundationwall_ht_BG}","{building_width},{building_depth},{foundationwall_ht_BG}","{building_width},{building_depth},{origin_z}","{building_width},{origin_y},{origin_z}"
BuildingSurface:Detailed,bgwall_upper_back,Wall,foundation wall construction,{bgwall_upper_back zone name},{bgwall_upper_back outside boundary condition},{bgwall_upper_back outside boundary condition object},SunExposed,WindExposed,autocalculate,4,"{building_width},{building_depth},{origin_z}","{origin_x},{building_depth},{origin_z}","{origin_x},{building_depth},{foundationwall_ht_AG}","{building_width},{building_depth},{foundationwall_ht_AG}"
BuildingSurface:Detailed,bgwall_lower_back,Wall,foundation wall construction,{bgwall_lower_back zone name},{bgwall_lower_back outside boundary condition},{bgwall_lower_back outside boundary condition object},NoSun,NoWind,autocalculate,4,"{building_width},{building_depth},{foundationwall_ht_BG}","{origin_x},{building_depth},{foundationwall_ht_BG}","{origin_x},{building_depth},{origin_z}","{building_width},{building_depth},{origin_z}"
BuildingSurface:Detailed,bgwall_upper_left,Wall,foundation wall construction,{bgwall_upper_left zone name},{bgwall_upper_left outside boundary condition},{bgwall_upper_left outside boundary condition object},SunExposed,WindExposed,autocalculate,4,"{origin_x},{building_depth},{origin_z}","{origin_x},{origin_y},{origin_z}","{origin_x},{origin_y},{foundationwall_ht_AG}","{origin_x},{building_depth},{foundationwall_ht_AG}"
BuildingSurface:Detailed,bgwall_lower_left,Wall,foundation wall construction,{bgwall_lower_left zone name},{bgwall_lower_left outside boundary condition},{bgwall_lower_left outside boundary condition object},NoSun,NoWind,autocalculate,4,"{origin_x},{building_depth},{foundationwall_ht_BG}","{origin_x},{origin_y},{foundationwall_ht_BG}","{origin_x},{origin_y},{origin_z}","{origin_x},{building_depth},{origin_z}"
BuildingSurface:Detailed,floor_foundation,Floor,foundation floor construction,{floor_foundation zone name},{floor_foundation outside boundary condition},{floor_foundation outside boundary condition object},NoSun,NoWind,autocalculate,4,"{origin_x},{origin_y},{foundationwall_ht_BG}","{origin_x},{building_depth},{foundationwall_ht_BG}","{building_width},{building_depth},{foundationwall_ht_BG}","{building_width},{origin_y},{foundationwall_ht_BG}"
