EnergyPlus object,name,surface type,construction name,zone name,outside boundary condition,outside boundary condition object,sun exposure,wind exposure,view factor to ground,number of vertices,vertex 1 coordinates,vertex 2 coordinates,vertex 3 coordinates,vertex 4 coordinates
BuildingSurface:Detailed,wall_floor2_front,Wall,ag wall construction,living,Outdoors,,SunExposed,WindExposed,autocalculate,4,"{origin_x},{origin_y},{first_flr_ht_AG}","{building_width},{origin_y},{first_flr_ht_AG}","{building_width},{origin_y},{second_flr_ht_AG}","{origin_x},{origin_y},{second_flr_ht_AG}"
BuildingSurface:Detailed,wall_floor2_right,Wall,ag wall construction,living,Outdoors,,SunExposed,WindExposed,autocalculate,4,"{building_width},{origin_y},{first_flr_ht_AG}","{building_width},{building_depth},{first_flr_ht_AG}","{building_width},{building_depth},{second_flr_ht_AG}","{building_width},{origin_y},{second_flr_ht_AG}"
BuildingSurface:Detailed,wall_floor2_back,Wall,ag wall construction,living,Outdoors,,SunExposed,WindExposed,autocalculate,4,"{building_width},{building_depth},{first_flr_ht_AG}","{origin_x},{building_depth},{first_flr_ht_AG}","{origin_x},{building_depth},{second_flr_ht_AG}","{building_width},{building_depth},{second_flr_ht_AG}"
BuildingSurface:Detailed,wall_floor2_left,Wall,ag wall construction,living,Outdoors,,SunExposed,WindExposed,autocalculate,4,"{origin_x},{building_depth},{first_flr_ht_AG}","{origin_x},{origin_y},{first_flr_ht_AG}","{origin_x},{origin_y},{second_flr_ht_AG}","{origin_x},{building_depth},{second_flr_ht_AG}"
BuildingSurface:Detailed,interzone_floor_1,Floor,interzone construction,living,Adiabatic,,NoSun,NoWind,autocalculate,4,"{origin_x},{origin_y},{first_flr_ht_AG}","{origin_x},{building_depth},{first_flr_ht_AG}","{building_width},{building_depth},{first_flr_ht_AG}","{building_width},{origin_y},{first_flr_ht_AG}"
