Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,793430100.7858926,528763209.68120795,56631.10040967055,36748260.00427643,0.0,0.0,227862000.00000006,227862000.00000006,0.0,0.0,0.0
 July,450952499.13800347,19840068.79083319,226189418.88494712,21805411.462222893,0.0,0.0,183117600.00000024,183117600.00000024,0.0,0.0,0.0
 December,27566012813.3457,12191455818.45699,3956477228.187062,1196411338.033846,0.0,0.0,10221668428.667986,10221668428.667986,0.0,0.0,0.0
