Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),CRAWLSPACE:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,-13.0,8.822222222,0.0,539.1498879765395,0.0,18.610161412751115,-5.804423236046633,12.200304447220805,137.32677647855138,0.0,2101.991682303981,1.7198724991973757,87.07490727147898,0.0
 01/01  02:00:00,-12.0,8.822222222,0.0,539.1498879765395,0.0,18.61031033940973,-6.212363029459661,11.215853872796636,141.84889219982244,0.0,2190.8737805338383,0.12118195496791646,83.40150765630058,0.0
 01/01  03:00:00,-12.0,8.827777778,0.0,539.1498879765395,0.0,18.610456387537276,-6.30812622669688,10.266756797999776,153.3415872955551,0.0,2361.9657743843945,0.13100019738590415,73.95462042209635,0.0
 01/01  04:00:00,-12.0,8.827777778,0.0,539.1498879765395,0.0,18.61061396777294,-6.218034365245491,11.052585358339575,153.02854891207284,0.0,2358.8842478022743,0.13073276857448762,74.21193427900425,0.0
 01/01  05:00:00,-12.0,8.833333333,0.0,539.1498879765395,0.0,18.61083082891614,-6.0340080173814306,11.387340271007009,154.9600368196692,0.0,2391.222257511679,0.13238284600848096,72.62426769032015,0.0
 01/01  06:00:00,-12.0,8.833333333,0.0,539.1498879765395,0.0,20.14408830790646,-4.878661579745648,11.184382793630032,214.8195810282229,0.0,3374.978529547198,0.18351972445688172,23.42153835801041,109.03646439658769
 01/01  07:00:00,-13.0,8.838888889,0.0,539.1498879765395,0.0,20.264954727829725,-4.864679217106685,10.474484447820469,221.73921173545375,0.0,3476.729691735299,0.18943297603158216,17.731943577652054,0.0
 01/01  08:00:00,-13.0,8.844444444,0.0,539.1498879765395,0.0,20.271437844495118,-4.926238215507847,10.293330773476207,208.10264597952374,0.0,3264.2318643436993,0.17778318687241798,28.941102997799618,0.0
 01/01  09:00:00,-11.0,8.85,0.0,539.1498879765395,0.0,20.28290863294749,-4.571192948785932,10.472789631324247,175.0696376049496,0.0,2798.3419883359948,0.14956225794945374,56.0946322986556,0.0
 01/01  10:00:00,-8.0,8.85,0.0,539.1498879765395,0.0,20.279638447299106,-3.331672796353573,10.755758954023502,141.39742284817834,0.0,2323.8071617271085,0.12079534307171566,83.77349673859497,0.0
 01/01  11:00:00,-7.0,8.855555556,0.0,539.1498879765395,0.0,20.27849789805909,-1.5460616812232417,9.55290270296913,130.62261326658137,0.0,2159.74497559249,0.11159026746306902,92.63040895924792,0.0
 01/01  12:00:00,-6.0,8.861111111,0.0,539.1498879765395,0.0,20.278105832182085,0.3337323008921828,7.95101879096834,124.80316763539466,0.0,2070.9810758200506,0.10661856862147402,97.4140633364229,0.0
 01/01  13:00:00,-4.0,8.861111111,0.0,539.1498879765395,0.0,20.277794317168766,3.256196253848484,11.056267897068082,89.27551776226899,0.0,1518.4670919097034,0.07626729357585554,126.61736272175632,0.0
 01/01  14:00:00,-4.0,8.861111111,0.0,539.1498879765395,0.0,20.27794690602525,3.8720105571269605,8.809776597046458,87.127933155626,0.0,1475.4320449699176,0.07443262975487554,128.382634090257,0.0
 01/01  15:00:00,-3.0,8.861111111,0.0,539.1498879765395,0.0,20.27823302910526,4.397729314263475,9.923602501644522,75.39259361644552,0.0,1289.3438590852925,0.06440714370018391,138.0289263892987,0.0
 01/01  16:00:00,-3.0,8.861111111,0.0,539.1498879765395,0.0,20.278496287452235,4.453500296935081,9.112436322406452,63.022240908177494,0.0,1077.1459129824348,0.05383927418930864,148.1970875860646,0.0
 01/01  17:00:00,-4.0,8.861111111,0.0,539.1498879765395,0.0,20.27851054155552,4.093882001504651,10.042258562673688,60.92977429042887,0.0,1034.317806588635,0.052051772643271446,149.9169804973908,0.0
 01/01  18:00:00,-6.0,8.861111111,0.0,539.1498879765395,0.0,20.278249824491382,2.0922294363497205,9.427411946409853,80.71147854876594,0.0,1345.3882279168488,0.06895131466876026,133.65662950707485,0.0
 01/01  19:00:00,-7.0,8.861111111,0.0,539.1498879765395,0.0,20.277425548362103,-0.08856788350447797,10.013715548682569,92.21971016840452,0.0,1522.303337908041,3.5566247853345763,124.14121985432406,0.0
 01/01  20:00:00,-7.0,8.861111111,0.0,539.1498879765395,0.0,20.277671866631813,-0.8986863659890814,12.175551910695381,96.33023845593733,0.0,1599.5334062077739,3.7151599155714656,120.75984500713874,0.0
 01/01  21:00:00,-8.0,8.861111111,0.0,539.1498879765395,0.0,20.277653095293395,-2.2887902690084525,9.597476462400484,113.34052334318211,0.0,1858.9254603935904,0.09682642701130531,106.83583697313274,0.0
 01/01  22:00:00,-9.0,8.866666667,0.0,539.1498879765395,0.0,20.276635702817757,-2.871037063628228,9.39631307565553,128.40315079603482,0.0,2085.1185004182835,0.10969457571168005,94.45439999998383,0.0
 01/01  23:00:00,-10.0,8.866666667,0.0,539.1498879765395,0.0,18.625626069095006,-4.167804480148961,10.079842132627837,84.6326805265702,0.0,1328.2626207213395,0.07230166803520838,130.4329964880341,0.0
 01/01  24:00:00,-12.0,8.866666667,0.0,539.1498879765395,0.0,18.610796513045994,-5.429383068584377,7.524546552986346,121.51922351072457,0.0,1859.2740986476292,0.10381424637306613,100.11231776132321,0.0
 01/02  01:00:00,-11.0,8.866666667,0.0,539.1498879765395,0.0,18.610381638556948,-5.19855173332985,8.922095378729356,127.53835643712654,0.0,1973.1170149209386,0.1089561834371493,95.16486407849551,0.0
 01/02  02:00:00,-14.0,8.866666667,0.0,539.1498879765395,0.0,18.607906793855044,-5.57441416265045,8.02321089302993,165.71612686926272,0.0,2491.294084102432,0.6726679061710465,63.766687550940944,0.0
 01/02  03:00:00,-14.0,8.872222222,0.0,539.1498879765395,0.0,18.610599511251518,-5.359797557346524,10.438562262085291,168.27870703351869,0.0,2541.497462801003,0.14376168215838003,61.675813029265335,0.0
 01/02  04:00:00,-14.0,8.872222222,0.0,539.1498879765395,0.0,18.610719044618826,-5.891977361635565,8.56462791457976,178.10610185941533,0.0,2681.666229773959,0.15215728936443296,53.59775270423724,0.0
 01/02  05:00:00,-14.0,8.872222222,0.0,539.1498879765395,0.0,18.61139061852062,-6.338854419659209,7.237389004892967,187.07382952929433,0.0,2804.506278423749,0.7593620784043409,46.208789894429714,0.0
 01/02  06:00:00,-14.0,8.872222222,0.0,539.1498879765395,0.0,20.18075306745121,-5.0441331373620635,8.628864780317453,240.04105339555255,0.0,3682.505081596927,0.20506369529839602,2.692424688551567,536.4094909572688
 01/02  07:00:00,-14.0,8.872222222,0.0,539.1498879765395,0.0,20.264913482195194,-4.591844922785512,9.04595010404363,238.8138238303908,0.0,3689.9279579019576,0.20401718664437346,3.6993512669845185,105.15776303742541
 01/02  08:00:00,-15.0,8.872222222,0.0,539.1498879765395,0.0,20.276634386118744,-5.552704442380168,6.7129799191526,243.2079826213926,0.0,3706.7291975127846,0.2077687191295255,0.08971291890743267,166.2024114243345
 01/02  09:00:00,-12.0,8.872222222,0.0,539.1498879765395,0.0,20.281336680810195,-4.666880191159155,8.311509598607573,196.85906030739446,0.0,3095.665761763981,4.389250006038788,38.077408730244485,0.0
 01/02  10:00:00,-10.0,8.877777778,0.0,539.1498879765395,0.0,20.281261644571025,-3.4542347685597417,7.696217632548201,161.3114243299926,0.0,2585.3056791579397,0.1378083113559416,67.40400960862492,0.0
 01/02  11:00:00,-9.0,8.877777778,0.0,539.1498879765395,0.0,20.278636021964708,-1.1141145755162476,6.845183940414174,139.16263280134618,0.0,2245.0138786919133,0.1188863763983219,85.61026060422995,0.0
 01/02  12:00:00,-6.0,8.877777778,0.0,539.1498879765395,0.0,20.277850543595623,5.1516691806134345,10.205084547407772,91.91449926055203,0.0,1529.100521430187,4.99510373771284,124.37674615751023,0.0
 01/02  13:00:00,-4.0,8.883333333,0.0,539.1498879765395,0.0,20.277765992350755,8.462561408588469,9.04955469020128,71.52351233748732,0.0,1211.4156869907474,0.06110190983645875,141.2091464596526,0.0
