Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,11.1,8.822222222,0.0,449.71410205278596,0.0,19.446107415220368,6.957544752997849,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  02:00:00,11.1,8.822222222,0.0,449.71410205278596,0.0,19.205884995318073,8.982073783302885,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  03:00:00,5.0,8.827777778,0.0,449.71410205278596,0.0,18.619686341834015,6.81103536778032,20.047225893007784,0.0,331.4381622824858,27.138853743928497,178.71341192985597,0.0
 01/01  04:00:00,4.0,8.827777778,0.0,449.71410205278596,0.0,18.62631422674809,5.752706168756795,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  05:00:00,4.4,8.833333333,0.0,449.71410205278596,0.0,18.719412678711652,5.5445653406749855,4.07294890651827,0.0,69.73127575097651,3.665155099107455,195.67787902933264,0.0
 01/01  06:00:00,2.2,8.833333333,0.0,449.71410205278596,0.0,19.640517117539297,5.658564383688006,32.23909125472059,0.0,569.5390204953194,12.833278074142047,165.80793019310184,0.0
 01/01  07:00:00,1.7,8.838888889,0.0,449.71410205278596,0.0,19.713688528453837,4.963329732194353,33.81516629296178,0.0,610.044786497268,8.295122452827833,164.16222898327266,0.0
 01/01  08:00:00,1.7,8.844444444,0.0,449.71410205278596,0.0,19.708414621041886,4.864047432557253,34.586621744916194,0.0,624.316200089225,8.484368279874143,163.34462217226715,0.0
 01/01  09:00:00,1.7,8.85,0.0,449.71410205278596,0.0,19.72103601841689,5.24286333672995,35.02026173936268,0.0,632.1261179166892,8.584868934925098,162.8850848445304,0.0
 01/01  10:00:00,1.7,8.85,0.0,449.71410205278596,0.0,19.71171339359855,5.001811906077729,37.326503359347015,0.0,673.7626417722097,9.145806523688215,160.44093069666764,0.0
 01/01  11:00:00,1.7,8.855555556,0.0,449.71410205278596,0.0,19.724039513509446,5.298858561791308,36.7919132811001,0.0,664.1754238150364,9.014820628700399,161.00749419045695,0.0
 01/01  12:00:00,1.7,8.861111111,0.0,449.71410205278596,0.0,19.723332320507133,6.401343561552138,35.14570581273306,0.0,646.7861666925953,0.028989643074568826,162.80910880973323,0.0
 01/01  13:00:00,1.1,8.861111111,0.0,449.71410205278596,0.0,19.7257721817887,7.896811031294548,29.31100470772521,0.0,526.9218762107802,6.872216496977099,168.93218173755236,0.0
 01/01  14:00:00,1.1,8.861111111,0.0,449.71410205278596,0.0,19.721288935287973,8.1337013810774,29.590296399438266,0.0,531.9136279690923,6.937698673743991,168.63615084735585,0.0
 01/01  15:00:00,1.0,8.861111111,0.0,449.71410205278596,0.0,19.717409916270864,6.585246340112925,38.663502861387045,0.0,692.539268285696,10.325883323810114,159.00804389705047,0.0
 01/01  16:00:00,-0.6,8.861111111,0.0,449.71410205278596,0.0,19.731634484480864,6.985348618966074,40.309999642039756,0.0,703.7728883842586,17.301446694245023,157.16917603737613,0.0
 01/01  17:00:00,-0.6,8.861111111,0.0,449.71410205278596,0.0,19.71949119977685,6.289711657376043,42.157380411989834,0.0,736.0061372678767,18.094360091670662,155.20626884568796,0.0
 01/01  18:00:00,-2.0,8.861111111,0.0,449.71410205278596,0.0,19.77179063540056,6.1542692310663085,49.63065505017572,0.0,836.8568093488215,36.98323346008251,147.01170805600933,0.0
 01/01  19:00:00,-2.0,8.861111111,0.0,449.71410205278596,0.0,19.717320291040522,4.4334861377631505,59.37913082321549,0.0,1014.4026089663845,33.92270060237482,136.74045216594692,0.0
 01/01  20:00:00,-2.2,8.861111111,0.0,449.71410205278596,0.0,19.70769607847073,3.679013239027874,75.46632345046022,0.0,1295.3924780397185,36.29572165652032,119.67822977576557,0.0
 01/01  21:00:00,-3.9,8.861111111,0.0,449.71410205278596,0.0,19.735423764047315,3.2200428515137123,75.13252888640841,0.0,1305.058653900528,9.929144837889144,120.34247199568816,0.0
 01/01  22:00:00,-3.9,8.866666667,0.0,449.71410205278596,0.0,19.732090605973426,4.008192151623487,71.54622661679541,0.0,1237.210540465332,14.29238796812092,124.06901378688464,0.0
 01/01  23:00:00,-3.9,8.866666667,0.0,449.71410205278596,0.0,18.624884039168414,2.5352297084120337,46.62006427224042,0.0,789.375637072232,9.312870637084918,150.52363163340635,0.0
 01/01  24:00:00,-5.0,8.866666667,0.0,449.71410205278596,0.0,18.5992541968091,1.3334721163506813,69.66088676929749,0.0,1182.2770142405477,0.05745968367346856,126.28481703516448,0.0
 01/02  01:00:00,-6.1,8.866666667,0.0,449.71410205278596,0.0,18.588355642347388,0.6137918482079187,88.01817864411616,0.0,1479.5277770033824,0.0726017920576191,106.85896540057882,0.0
 01/02  02:00:00,-6.1,8.866666667,0.0,449.71410205278596,0.0,18.585333555455883,0.4916548919804891,91.91964475126399,0.0,1545.7936201710945,0.07581991640818372,102.73042500252228,0.0
 01/02  03:00:00,-7.2,8.872222222,0.0,449.71410205278596,0.0,18.730327247823407,0.4373576918495068,97.8706037270006,0.0,1596.9848401708539,31.42237041504382,95.73897201969442,0.0
 01/02  04:00:00,-7.0,8.872222222,0.0,449.71410205278596,0.0,18.568702582662077,0.6819375872268039,96.41431078663058,0.0,1581.018763428625,30.323000104725285,97.3171744309429,0.0
 01/02  05:00:00,-7.8,8.872222222,0.0,449.71410205278596,0.0,18.65286831026448,0.3848668875961185,101.67018574391106,0.0,1657.8032159761215,25.55912110246979,91.81686799128406,0.0
 01/02  06:00:00,-8.3,8.872222222,0.0,449.71410205278596,0.0,19.703470291682102,3.1217908285788325,131.99579480917203,0.0,2165.1645989044523,51.05621781796559,59.234151959194364,45.38043568089297
 01/02  07:00:00,-8.3,8.872222222,0.0,449.71410205278596,0.0,19.6986312612976,2.8024974858191465,131.48835591108826,0.0,2173.8221937003327,42.95138238132429,59.79628899912832,0.0
 01/02  08:00:00,-8.3,8.872222222,0.0,449.71410205278596,0.0,19.723707269543148,3.056200114196521,131.1354002601621,0.0,2168.8092505779246,42.836126933718,60.172510684474915,0.0
 01/02  09:00:00,-9.0,8.872222222,0.0,449.71410205278596,0.0,19.723771985115505,2.8986897601181245,135.60964540181376,0.0,2214.630486215671,60.803129939656515,54.87970990355156,0.0
 01/02  10:00:00,-9.0,8.877777778,0.0,449.71410205278596,0.0,19.71357524775041,1.8981967925402616,137.1786142594792,0.0,2253.7882441118336,47.03228564223932,53.59430723243179,0.0
 01/02  11:00:00,-9.4,8.877777778,0.0,449.71410205278596,0.0,19.733021258415008,2.316762412300778,134.4132425920726,0.0,2201.623802272771,45.8981285127276,56.505758101750224,0.0
