Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,1954870493.691057,1562913998.389272,18726495.30178428,0.0,0.0,373230000.0000001,373230000.0000001,0.0,0.0,0.0
 August,262752300.0000006,0.0,0.0,0.0,0.0,262752300.0000006,262752300.0000006,0.0,0.0,0.0
 December,39715715130.98118,25018610709.06954,299767547.2760535,0.0,0.0,14397336874.63637,14397336874.63637,0.0,0.0,0.0
