Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,1705013760.6512353,646654767.6694131,0.0,45169592.981821865,0.0,0.0,1013189400.0000011,1013189400.0000011,0.0,0.0,0.0
 August,1349919946.539752,0.0,441506729.9258112,42214516.613941215,0.0,0.0,866198699.9999993,866198699.9999993,0.0,0.0,0.0
 December,65063611871.52359,9545341942.91457,6951342260.960125,1292763354.154543,0.0,0.0,47274164313.49426,47274164313.49426,0.0,0.0,0.0
