Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](Annual),ATTIC:AFN Zone Infiltration Air Change Rate [ach](Annual),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](Annual),Facility:Facility Heating Setpoint Not Met Time [hr](Annual),Facility:Facility Cooling Setpoint Not Met Time [hr](Annual),HEATING_ASHP_SS_8.5HSPF:Heating Coil Heating Energy [J](Annual),HEATING_FUEL_BACKUP:Heating Coil Heating Energy [J](Annual),Electricity:Facility [J](Annual),Heating:Electricity [J](Annual),Cooling:Electricity [J](Annual),Fans:Electricity [J](Annual),InteriorLights:Electricity [J](Annual),ExteriorLights:Electricity [J](Annual),InteriorEquipment:Electricity [J](Annual),NaturalGas:Facility [J](Annual),Heating:NaturalGas [J](Annual),InteriorEquipment:NaturalGas [J](Annual) 
,0.1285145266666663,2.126768367532218,2.226241772483651,0.0,6.25,49046992654.0888,265018450.16509343,23253463512.655618,17024005067.941899,4522946413.094084,1706512031.6193939,0.0,0.0,0.0,311786411.9589331,311786411.9589331,0.0 
