Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,506414662.8476588,8912624.209376963,284044695.61640406,24682343.02187782,0.0,0.0,188774999.99999994,188774999.99999994,0.0,0.0,0.0
 December,909568722.2829223,653866647.9308679,0.0,48304274.35205371,0.0,0.0,207397800.00000003,207397800.00000003,0.0,0.0,0.0
 December,28606376858.88207,12471251651.499527,4305160311.199677,1238306536.0995822,0.0,0.0,10591658360.08346,10591658360.08346,0.0,0.0,0.0
