Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.23506183834289865,0.7974744004510516,0.7085441097892261,0.0,0.0,8912624.209376961,0.0,0.0,0.0,506414662.8476588,8912624.209376963,284044695.61640406,24682343.02187782,0.0,0.0,188774999.99999994,188774999.99999994,0.0,0.0,0.0
 December,0.42146426640552326,0.24646503360487562,0.6056652076315467,0.0,0.0,562962026.565726,31237914.504094142,43392038.445786335,16274668.415260466,909568722.2829223,653866647.9308679,0.0,48304274.35205371,0.0,0.0,207397800.00000003,207397800.00000003,0.0,0.0,0.0
 December,0.27051674037494766,0.4288193311417327,0.5075166144624849,0.0,33.166666666666664,10391290557.517782,351450457.20839614,1666776948.3063478,61733688.46701254,28606376858.88207,12471251651.499527,4305160311.199677,1238306536.0995822,0.0,0.0,10591658360.08346,10591658360.08346,0.0,0.0,0.0
