Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.5982545675361516,0.8609616847749437,1.0256090946525203,0.0,0.0,2998347701.1821322,3482653984.5146756,2998347701.182132,0.0,37139483.33253927,0.0,0.0,447166800.0000001,447166800.0000001,0.0,0.0,0.0
 August,0.19601772070532966,0.7148963870342937,0.6045787447009158,0.0,0.0,3206256.594729656,870728763.6764467,3206256.594729657,317084256.82156765,24090350.2601487,0.0,0.0,526347900.0000006,526347900.0000006,0.0,0.0,0.0
 December,0.41506742311052014,0.6771449092754199,0.7158798418043653,0.0,7.666666666666667,59025355576.39478,86330886434.94597,59025355576.39429,3039592920.8324666,986736582.9402416,0.0,0.0,23279201354.779305,23279201354.779305,0.0,0.0,0.0
