Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,4113857535.3451757,3696338808.3899775,44288726.955197014,0.0,0.0,373230000.0000001,373230000.0000001,0.0,0.0,0.0
 August,358445551.2594307,94560250.91752718,1133000.341904652,0.0,0.0,262752300.0000006,262752300.0000006,0.0,0.0,0.0
 December,93059379788.62753,77730690699.03859,931352214.9524263,0.0,0.0,14397336874.63637,14397336874.63637,0.0,0.0,0.0
