Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Mains Water Temperature [C](Hourly),INTERIOR LIGHTS:Lights Electricity Rate [W](Hourly),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](Hourly),GAS_MELS1:Gas Equipment NaturalGas Rate [W](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,3.9416666666666664,8.822222222,0.0,293.4002354423814,0.0,18.760351075493773,4.499677625205168,18.240074534562154,132.54095204204398,0.0,1489.7011212768646,122.21300774216046,81.77286916496989,0.0
 01/01  02:00:00,4.75,8.822222222,0.0,279.87471078835785,0.0,18.773329686141768,6.087166539942732,17.527261737345885,140.19095009842658,0.0,1563.4921416799232,144.24305117572507,75.04590519125688,0.0
 01/01  03:00:00,4.3583333333333325,8.827777778,0.0,262.70476624979045,0.0,18.7641403473798,6.656050521756863,17.54333026873348,136.18320663121457,0.0,1507.2226363142515,144.75191137379156,78.50499561102073,0.0
 01/01  04:00:00,3.899999999999999,8.827777778,0.0,268.4031746168948,0.0,18.772689280353557,6.526097327788377,17.610100129829743,133.9539025738942,0.0,1475.4748780696445,143.7850404737619,80.37955444357867,0.0
 01/01  05:00:00,3.899999999999999,8.833333333,0.0,270.3469068452373,0.0,18.76482386451241,6.331722259999474,17.592310119992888,131.17640212392016,0.0,1434.2902844710043,147.9730469502833,82.81722441191978,0.0
 01/01  06:00:00,3.899999999999999,8.833333333,0.0,279.4073521996908,0.0,18.76534124379109,6.27392336702592,17.402734367073744,132.42701371829892,0.0,1440.2750875479996,154.60369055458185,81.66872584679838,0.0
 01/01  07:00:00,3.5500000000000003,8.838888889000001,0.0,311.2953640277419,0.0,18.765302554347315,6.245629595570919,17.352122941340046,132.10881292694935,0.0,1437.6727811106587,151.16535634525923,81.88148771396561,0.0
 01/01  08:00:00,3.3000000000000003,8.844444444000002,0.0,400.87269857261435,0.0,18.75209742426922,6.219450347225564,16.895365993004038,138.5549917108724,0.0,1507.8720241420035,156.3620449977022,76.06511080100266,0.0
 01/01  09:00:00,3.3000000000000003,8.85,0.0,474.0243004303007,0.0,18.7704330940913,6.5184316995861735,16.578898254176053,136.74430214424902,0.0,1488.2899999247745,154.4761738521601,77.68355972970788,0.0
 01/01  10:00:00,3.65,8.85,0.0,482.6163112967757,0.0,18.778160124821373,7.179258901035994,16.743987930486497,122.39286362492294,0.0,1331.3936288636332,141.20973434921015,90.58323743549562,0.0
 01/01  11:00:00,5.183333333333334,8.855555556,0.0,501.21431548582854,0.0,18.766077179673424,9.03791092271558,16.92963430148059,72.54836736105777,0.0,865.8272988604309,49.259450339290986,135.41906761097565,0.0
 01/01  12:00:00,4.816666666666666,8.861111111,0.0,506.7504716619915,0.0,18.764601370562325,12.722679837272084,16.880420817089114,41.922696667750316,0.0,496.9887426424419,29.232669529076304,162.67005922439307,0.0
