Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.7068266904764473,0.3863283283160402,0.6031943115505458,0.0,0.0,951441331.5395488,1245645934.4785688,951441331.5395489,0.0,9412202.939020865,0.0,0.0,284792400.0,284792400.0,0.0,0.0,0.0
 August,0.24295261364070042,0.4902843428612121,0.4416331482487109,0.0,0.0,0.0,771005070.9963125,0.0,351405764.34211105,24017806.654201202,0.0,0.0,395581499.99999905,395581499.99999905,0.0,0.0,0.0
 December,0.4036432117031784,0.529938505628473,0.5499029490882704,0.3333333333333333,5.0,6954218333.740122,29158631844.04587,6954218333.740112,4421167191.718532,413089147.1589148,0.0,0.0,17370157171.428604,17370157171.428604,0.0,0.0,0.0
