Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.4203691779256096,5.591641208594346,0.0,0.0,2390902873.2892365,2777880651.047207,2390902873.2892385,28647277.757967696,0.0,0.0,358330500.00000083,358330500.00000083,0.0,0.0,0.0
 August,0.30486841688727423,3.13732996644473,0.0,111.49999999999999,0.0,416481299.99999994,0.0,0.0,0.0,0.0,416481299.99999994,416481299.99999994,0.0,0.0,0.0
 December,0.36117339676916627,4.642638396756589,0.0,1728.4999999999995,31179127099.36751,54380449595.50224,31179127099.367714,373581514.90983635,0.0,0.0,22827740981.225624,22827740981.225624,0.0,0.0,0.0
