Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,2849487719.749697,2634779169.301738,31569350.44795658,0.0,0.0,183139200.0000003,183139200.0000003,0.0,0.0,0.0
 July,263954700.00000027,0.0,0.0,0.0,0.0,263954700.00000027,263954700.00000027,0.0,0.0,0.0
 December,46091168562.9481,31465637774.265175,377014422.1337118,0.0,0.0,14248516366.549866,14248516366.549866,0.0,0.0,0.0
