Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,559326936.8526852,852474.7254797732,331823878.04912215,28089884.078082617,0.0,0.0,198560700.00000018,198560700.00000018,0.0,0.0,0.0
 December,1126854480.2837222,677301131.4896137,0.0,46908648.79410691,0.0,0.0,402644700.000001,402644700.000001,0.0,0.0,0.0
 December,31173430064.75526,12054436386.99525,4934580790.958055,1206947812.957794,0.0,0.0,12977465073.844631,12977465073.844631,0.0,0.0,0.0
