Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,8.3,21.215306674597564,44.102037523881165,591.776644104234,0.0,127.82030688495047,0.0
 01/01  02:00:00,8.3,20.486992242564504,21.804399524206573,299.38632262790907,0.0,164.31378334021568,0.0
 01/01  03:00:00,7.8,20.72259468316546,25.72362472338331,344.5460554874789,0.0,157.899375117644,0.0
 01/01  04:00:00,7.8,20.56388466295424,21.84122730279539,296.7071071662988,0.0,164.25350907839248,0.0
 01/01  05:00:00,7.8,20.47009800841713,19.119251762975168,258.1640855772466,0.0,168.70843611038066,0.0
 01/01  06:00:00,7.2,20.264315066202837,26.574940192227324,356.707377435941,0.0,156.5060678526003,0.0
 01/01  07:00:00,8.3,20.46572054119983,39.32997164681686,527.1643806635509,0.0,135.63051860917716,0.0
 01/01  08:00:00,9.4,20.339495143157844,43.26905952167717,590.0169344375848,0.0,129.1836020963818,0.0
 01/01  09:00:00,9.4,20.628111759000035,49.71558045136283,675.5561916639494,0.0,118.63288996403438,0.0
 01/01  10:00:00,10.0,20.82607757197611,38.997121826634135,537.618972976313,0.0,0.0,0.0
 01/01  11:00:00,9.4,20.599826168077513,20.37111276933384,280.08901712680114,0.0,166.65957514306737,0.0
 01/01  12:00:00,11.1,20.226082582237606,14.963843839810844,210.14484513985,0.0,0.0,0.0
 01/01  13:00:00,10.6,20.619141986329417,19.330077468463582,267.10216646922987,0.0,0.0,0.0
 01/01  14:00:00,12.2,20.40432344146768,15.093375108664725,215.3016200428796,0.0,0.0,0.0
 01/01  15:00:00,12.2,20.22405676043533,15.872013740599936,224.74234170312104,0.0,0.0,0.0
 01/01  16:00:00,11.1,20.757542003871237,25.529010765090643,355.54818779834716,0.0,0.0,0.0
 01/01  17:00:00,10.6,20.134703824972085,21.216333976634598,296.11192042187287,0.0,0.0,0.0
 01/01  18:00:00,10.6,20.41780838930631,31.70264623827902,435.6112436431744,0.0,0.0,0.0
 01/01  19:00:00,10.0,20.24952701715784,37.08808497664382,508.6424348754403,0.0,0.0,0.0
 01/01  20:00:00,10.0,20.737014737380246,44.63914349535517,609.010772538309,0.0,0.0,0.0
 01/01  21:00:00,10.0,20.49593754181192,37.85288849774459,521.4987338660177,0.0,0.0,0.0
 01/01  22:00:00,9.4,20.632012108413786,34.35626050171197,467.68450056556867,0.0,143.77075348839728,0.0
 01/01  23:00:00,9.4,20.00075261815115,39.97227256378036,544.207233639967,0.0,134.57929545313056,0.0
 01/01  24:00:00,9.4,20.34243462707477,55.07687509701848,740.0914764855785,0.0,109.85831572779334,0.0
