Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Mains Water Temperature [C](Hourly),INTERIOR LIGHTS:Lights Electricity Rate [W](Hourly),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](Hourly),GAS_MELS1:Gas Equipment NaturalGas Rate [W](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](Hourly),WATER HEATER:Water Heater Electricity Rate [W](Hourly)
 01/01  01:00:00,-17.5,10.79322199739079,34.36222593820969,607.4902723735411,0.0,20.53367893685439,9.787672725941853,12.419509587492002,1036.5327347489084,0.0,0.0
 01/01  02:00:00,-20.5,10.79322199739079,34.36222593820969,559.338521400778,0.0,20.53770424634746,7.366268885419158,16.486158707597978,1375.9354224341724,0.0,0.0
 01/01  03:00:00,-19.5,10.79322199739079,34.36222593820969,552.853437094682,0.0,20.533186435194396,5.265449168340403,18.508447991775677,1544.7157617394558,0.0,0.0
 01/01  04:00:00,-19.0,10.79322199739079,34.36222593820969,545.071335927367,0.0,20.519841742995277,4.43896039916674,19.83094372545709,1655.0913051431292,0.0,396.5857426492947
 01/01  05:00:00,-19.0,10.79322199739079,103.08667781462906,524.481193255512,0.0,20.509778788042675,4.49495709911077,20.304245263676387,1694.5930692277114,0.0,0.0
 01/01  06:00:00,-17.5,10.79322199739079,214.76391211381057,585.278858625162,0.0,20.519031417669767,4.919802471519102,19.5046222909875,1627.856506015585,0.0,411.80098782587199
 01/01  07:00:00,-17.0,10.79322199739079,240.53558156746784,676.2321660181581,0.0,20.519024355138187,5.525156448681618,18.72276553116709,1562.6027115940438,0.0,437.09354314880798
 01/01  08:00:00,-17.75,10.79322199739079,214.76391211381057,718.547341115435,0.0,20.531015185721814,6.936307060280587,17.59605098311814,1468.5670732668462,0.0,749.6279055324017
 01/01  09:00:00,-16.950000000000004,10.79322199739079,94.49612133007664,607.4902723735411,0.0,20.54104550181088,9.206801378938307,13.350607490537023,1114.2422005666425,0.0,603.7763311189465
 01/01  10:00:00,-15.55,10.79322199739079,64.42917363414317,517.023346303502,0.0,20.542296236174427,11.915533732724274,11.069595576438545,923.8688608901283,0.0,900.3209303834874
 01/01  11:00:00,-14.15,10.79322199739079,64.42917363414317,529.1828793774321,0.0,20.547168889078806,14.91010763448384,6.760543891297458,564.2352460594768,0.0,442.7854746228803
 01/01  12:00:00,-12.75,10.79322199739079,64.42917363414317,529.345006485084,0.0,20.547742953851516,17.381830661006885,4.016889870095106,335.2497788180116,0.0,870.0970355779957
 01/01  13:00:00,-11.35,10.79322199739079,64.42917363414317,520.428015564202,0.0,20.54809889176461,18.40511651457937,1.9455196133394249,162.37313970539675,0.0,429.0744149864098
 01/01  14:00:00,-9.5,10.79322199739079,64.42917363414317,538.424124513619,0.0,20.550115533226106,17.86515686036929,1.337019005751675,111.5876562339296,0.0,425.329514057555
 01/01  15:00:00,-12.75,10.79322199739079,64.42917363414317,568.741893644617,0.0,20.546318112388719,17.259155321930498,1.8074578188511273,150.8504971729233,0.0,421.9382565910313
 01/01  16:00:00,-14.75,10.79322199739079,111.67723429918149,600.356679636835,0.0,20.549959064463026,14.62336476861218,4.623221596153949,385.85424735594486,0.0,420.29399116671109
 01/01  17:00:00,-15.75,10.79322199739079,240.53558156746784,710.11673151751,0.0,20.544196187688873,11.53667161358159,8.164952331860635,681.4472270436122,0.0,424.40628895196229
 01/01  18:00:00,-16.75,10.79322199739079,335.03170289754447,862.6783398184181,0.0,20.53600595870286,9.743732711337249,9.550918918112517,797.1200501770721,0.0,430.9034673025244
 01/01  19:00:00,-17.0,10.79322199739079,451.00421543900219,936.608300907912,0.0,20.531028702339275,8.7866827785593,10.292314275112222,858.9969344056574,0.0,438.5337483533857
 01/01  20:00:00,-14.75,10.79322199739079,499.8141954648682,966.763942931258,0.0,20.527227017980274,8.930890417285515,10.013246873878366,835.7059586596001,0.0,880.736785971972
 01/01  21:00:00,-14.0,10.79322199739079,499.8141954648682,1000.0,0.0,20.529029016978403,9.69622969559535,10.213431411244198,852.4133676364595,0.0,436.2355972137748
 01/01  22:00:00,-14.0,10.79322199739079,377.98448532030656,976.653696498055,0.0,20.520513577812215,10.251374106313082,11.366773443918654,948.6713368265564,0.0,430.45483231266237
