Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,810768094.4571041,744668260.4102558,0.0,52589934.046848774,0.0,0.0,13509899.999999987,13509899.999999987,0.0,0.0,0.0
 August,350470753.38587594,5557177.060642559,298840327.99380296,28490848.331430465,0.0,0.0,17582400.000000034,17582400.000000034,0.0,0.0,0.0
 December,21263271741.86772,14693290635.593918,3740644436.511154,1364144884.898058,0.0,0.0,1465191784.8648922,1465191784.8648922,0.0,0.0,0.0
