Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,3.116666666666667,25.25006682709494,15.092281526400193,18.73559826907561,29.809746997795745,2487.922599529793
 01/01  02:00:00,4.141666666666667,25.323856495497562,15.599717510371383,18.67672261729127,30.305237915033004,2529.2762900172524
 01/01  03:00:00,3.983333333333333,25.312164764161622,16.426183175494106,19.314561006566173,29.089056649195737,2427.7737560767596
 01/01  04:00:00,3.9583333333333335,25.317829273040733,16.53075691562864,18.973014349121012,30.247960361571174,2524.495903262746
 01/01  05:00:00,3.8249999999999997,25.335812970450107,16.07703895585835,18.21292869227487,32.721148493922904,2730.9082773034156
 01/01  06:00:00,3.9333333333333336,25.335956032062683,16.154205226687512,18.4468756887769,32.24824254939374,2691.4395294830106
 01/01  07:00:00,4.041666666666667,25.329757507099895,16.10408073539669,18.16248722980758,31.804509239556904,2654.405530845288
 01/01  08:00:00,4.058333333333334,25.350116729700286,15.4213228448598,17.599087040338222,34.797538053569916,2904.2038276230983
 01/01  09:00:00,3.75,25.338506057604263,15.715523895790176,17.723351076652005,32.13899574557066,2682.3217871493393
 01/01  10:00:00,3.85,25.318479666809655,16.330583287446093,17.685798259172262,29.525910737797727,2464.23361465289
 01/01  11:00:00,4.391666666666667,25.323410121632904,16.50155534890137,17.24028818015302,29.8048445204229,2487.5134385848687
 01/01  12:00:00,4.891666666666666,25.30676577273994,17.010719038231787,17.333210782607775,26.661259097865855,2225.149681626099
 01/01  13:00:00,5.333333333333333,25.28096899570208,17.185517593081205,17.592109625321452,23.100318668204853,1927.953460162427
 01/01  14:00:00,5.733333333333334,25.26004212782694,17.86441107742873,17.702998662133552,19.657499583414356,1640.6156505602146
 01/01  15:00:00,6.541666666666667,25.22980745122855,18.986414649250705,17.648450459762724,15.869440023542777,1324.4640579933182
 01/01  16:00:00,6.4750000000000005,25.22567238798518,18.476800184445338,17.78835224860848,15.29002244215065,1276.105844976047
 01/01  17:00:00,5.75,25.22680991740506,17.506721600168742,17.951300498406553,15.223838073004977,1270.5820950513894
 01/01  18:00:00,4.683333333333334,25.2362565464267,16.89737334930686,17.94972950732787,16.28334329636951,1359.0084406263247
 01/01  19:00:00,3.75,25.260661937194524,16.166421257027086,17.650034650219443,19.058145168170178,1590.5935086438737
 01/01  20:00:00,3.0333333333333337,25.26853506682379,15.673750711466338,17.565166961323644,20.535359721291083,1713.881890505537
 01/01  21:00:00,2.4083333333333337,25.2722666478935,15.507328700505177,17.5606603882085,21.983798555510344,1834.7686497912546
 01/01  22:00:00,1.9083333333333332,25.291859166009875,15.441433672283148,17.468623012382945,25.043821858948505,2090.1583091625525
 01/01  23:00:00,1.6416666666666666,25.30683898527054,15.353698504017965,17.443863109587273,27.55270244647147,2299.5495768469623
 01/01  24:00:00,1.5999999999999999,25.316581270400704,15.351689080480066,17.494012236727585,29.004780775770584,2420.740088528187
 01/02  01:00:00,1.5999999999999999,25.320559996702162,15.40205938519116,17.682599454471692,29.97937553469632,2502.0798035648136
 01/02  02:00:00,1.6583333333333332,25.340160266920666,14.934068139344047,17.08685897593371,33.41058959428978,2788.4490573299718
 01/02  03:00:00,1.7583333333333335,25.358367215770375,14.471813973048777,16.72185679485,35.42727416756175,2956.761627253407
 01/02  04:00:00,1.625,25.35806294232296,14.36923212798147,16.769825744942214,35.84034711021315,2991.236710498921
 01/02  05:00:00,1.3833333333333337,25.375416582666066,14.022712262296599,16.513613679204038,38.401052592893485,3204.9532858717794
 01/02  06:00:00,1.0666666666666669,25.39843171470905,13.631062991008072,16.08434046024761,41.541575736090564,3467.061464880615
 01/02  07:00:00,0.9583333333333334,25.405599931400676,13.342308172009659,16.090920292145412,41.90284133511769,3497.212705289288
 01/02  08:00:00,0.65,25.384471855330656,13.311043018467032,16.5679294658854,38.72901922850086,3232.325393547824
 01/02  09:00:00,0.16666666666666666,25.361473577299744,13.758746411590439,16.75619512526178,35.61369739965421,2972.320517177381
 01/02  10:00:00,0.35000000000000003,25.247742465732184,15.24090101880806,16.881785370355193,28.452838651920928,2374.6749782251854
 01/02  11:00:00,1.0083333333333333,25.20660223001914,17.964918329748215,17.02814500350956,22.31995752070166,1862.8244896008264
 01/02  12:00:00,2.116666666666667,25.208235689508115,20.441525046266822,17.08769860211285,18.26620351194611,1524.4980283912366
 01/02  13:00:00,3.5749999999999997,25.226607847518135,21.47618776024792,17.236303351296424,15.128822256620145,1262.6520714616527
 01/02  14:00:00,4.491666666666666,25.195620679580383,20.79490249486282,17.2832671553271,13.828057458128029,1154.0901927217676
