Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,3625985523.2056804,3331332423.2992983,39915299.906385444,0.0,0.0,254737799.99999997,254737799.99999997,0.0,0.0,0.0
 June,784168199.9999968,0.0,0.0,0.0,0.0,784168199.9999968,784168199.9999968,0.0,0.0,0.0
 December,58204795824.297264,41266751440.32592,494449232.5000496,0.0,0.0,16443595151.470854,16443595151.470854,0.0,0.0,0.0
