Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,12.2,20.45272143760402,55.68912951614772,892.4661021942236,0.0,0.0,0.0
 01/01  02:00:00,11.7,20.684955124036744,56.59585293389978,908.9981751060071,0.0,0.0,0.0
 01/01  03:00:00,11.7,20.504099203850643,53.7376207674074,866.7777944863918,0.0,0.0,0.0
 01/01  04:00:00,11.7,20.39660002151296,50.55818587768504,812.808054056048,0.0,0.0,0.0
 01/01  05:00:00,11.1,20.413539382233687,64.93864545873701,1033.9278058052196,0.0,0.0,0.0
 01/01  06:00:00,11.1,20.737710109598673,67.02490169285636,1067.4690404293494,0.0,0.0,0.0
 01/01  07:00:00,10.6,20.74457597821874,51.65437596433014,822.5964931959587,0.0,0.0,0.0
 01/01  08:00:00,10.0,20.348940355461206,38.484934808689616,608.5746669932884,0.0,0.0,0.0
 01/01  09:00:00,10.0,20.29120417938224,39.17963542283741,614.9334138486677,0.0,0.0,0.0
 01/01  10:00:00,10.6,20.495331927894497,40.81479210233556,644.6002242629179,0.0,0.0,0.0
 01/01  11:00:00,10.6,20.433322494987685,49.484944965421946,784.4861351371044,0.0,0.0,0.0
 01/01  12:00:00,11.1,20.696412817499485,34.55695685368904,550.6520942490297,0.0,0.0,0.0
 01/01  13:00:00,11.1,20.50480757173168,28.40398975690939,454.83273858491293,0.0,0.0,0.0
 01/01  14:00:00,11.7,20.352546774051667,31.843569071289608,511.9910541264539,0.0,0.0,0.0
 01/01  15:00:00,12.2,20.697849646542835,0.0,0.0,0.0,0.0,0.0
 01/01  16:00:00,11.7,20.504599786916742,36.308182505990914,585.8301520490594,0.0,0.0,0.0
 01/01  17:00:00,11.1,20.260104570788304,36.58371983438291,583.7111771825761,0.0,0.0,0.0
 01/01  18:00:00,10.6,20.266507584397353,55.70708013948546,879.2317391788049,0.0,0.0,0.0
 01/01  19:00:00,10.0,20.473043518843806,68.26347139369422,1069.6092531870797,0.0,0.0,0.0
 01/01  20:00:00,10.0,20.61061221606851,67.17587738586631,1056.685000571303,0.0,0.0,0.0
 01/01  21:00:00,9.4,20.445229581894637,69.18221403352123,1083.387017915672,0.0,110.65063139172844,0.0
 01/01  22:00:00,9.4,20.463216840023037,63.624395008153286,993.2282075895581,0.0,117.82859797884937,0.0
 01/01  23:00:00,7.8,20.452535149872695,75.71873292819289,1161.191872627021,0.0,102.20866629572897,0.0
 01/01  24:00:00,7.2,20.29824462444792,92.82876968504151,1413.9795127774928,0.0,80.11092047412231,0.0
