Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,3055380148.156703,2576299621.172295,0.0,31913726.984409858,0.0,0.0,447166800.0000001,447166800.0000001,0.0,0.0,0.0
 August,839616985.7162942,0.0,290898475.4368924,22370610.27940047,0.0,0.0,526347900.0000006,526347900.0000006,0.0,0.0,0.0
 December,76009302123.38048,49236205112.676735,2659984728.8176284,833910927.1071745,0.0,0.0,23279201354.779305,23279201354.779305,0.0,0.0,0.0
