Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.3702606815399521,0.6446742012309434,0.0,0.0,833279708.2115489,38408432.476266734,12095525.387995591,767151059.0238683,2204485703.145666,1650934725.0996778,0.0,79272578.04598562,0.0,0.0,474278400.0000004,474278400.0000004,0.0,0.0,0.0
 August,0.10714323253940705,0.6470807527714554,0.0,32.49999999999999,25549.403591585433,0.0,0.0,0.0,1006328908.6293344,25549.403591585433,554740010.1110518,46538149.11469185,0.0,0.0,405025199.9999991,405025199.9999991,0.0,0.0,0.0
 December,0.24959338320565308,0.6735655168723431,0.0,504.83333333333314,11358398356.030579,531418757.1341722,1156434590.6501164,1901691286.5897949,48435025828.17779,14947942990.404745,9349327734.737787,1944565123.3783045,0.0,0.0,22193189979.656605,22193189979.656605,0.0,0.0,0.0
