Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.6277151116948055,0.24598568380133568,0.5540888387572462,0.0,0.0,1220947481.2297337,1612096793.4601114,1220947481.2297337,0.0,12078312.230377326,0.0,0.0,379070999.9999996,379070999.9999996,0.0,0.0,0.0
 July,0.2827555741906001,0.6040370680547049,0.6172755834037386,0.0,0.0,0.0,1870417840.2116091,0.0,544363409.3889513,37551430.82265736,0.0,0.0,1288502999.9999979,1288502999.9999979,0.0,0.0,0.0
 December,0.33355092797997665,0.5323298148105541,0.5370071216985756,0.16666666666666666,0.0,7307052448.101093,41771098947.524055,7307052448.101094,6508824195.946983,567577691.3329108,0.0,0.0,27387644612.14242,27387644612.14242,0.0,0.0,0.0
