Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil NaturalGas Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,5.0,18.356217953268192,18.676003294594313,15.276127850238378,18.86389342779618,2430.878388187962,0.0
 01/01  02:00:00,6.0,18.351117433915608,17.152157071633923,13.981702501235207,22.8874784544417,2961.9679196934826,0.0
 01/01  03:00:00,6.0,18.39417934111359,19.457045741383045,15.044261857308072,22.105614956949513,2883.20141441907,0.0
 01/01  04:00:00,6.0,18.36730178775049,16.91138466622152,13.207664233410126,26.063997748690422,3372.9229493049484,0.0
 01/01  05:00:00,6.0,18.37416873248389,16.735479341957845,13.638290065737106,26.615385348140787,3487.5196785711414,0.0
 01/01  06:00:00,6.0,19.660236723761493,16.72406965547164,13.279130921262622,39.60050235700136,5174.139860179935,0.0
 01/01  07:00:00,6.0,19.978507583022175,17.778515834530506,14.108852746981992,39.848616492380295,5047.2434918758145,0.0
 01/01  08:00:00,6.0,20.04818592654269,16.967898821334426,13.49740366763688,39.25964392518771,4903.891597905707,0.0
 01/01  09:00:00,7.0,20.087913283101052,18.79431998588211,14.637994704441281,34.21885575038526,4283.046693615204,0.0
 01/01  10:00:00,6.0,20.07676819099991,18.22467760842999,13.56181250388757,34.11824098997433,4232.853186614944,0.0
 01/01  11:00:00,5.0,20.095506190152857,21.899718347117393,15.53358388647185,28.856670228209286,3607.5042766819906,0.0
 01/01  12:00:00,5.0,20.03121645717557,17.931933179460472,12.252648759348425,33.47078155379697,4129.088052086525,0.0
 01/01  13:00:00,5.0,20.03995978823155,19.531148057166604,13.965703863057609,31.169682102155452,3939.171425798532,0.0
 01/01  14:00:00,5.0,20.069180494817026,19.974072732290633,14.163019314162481,28.83714461391849,3600.316290318848,0.0
 01/01  15:00:00,5.0,20.025936022147565,17.71526121431583,12.611440130330035,33.57621238063942,4186.544666620736,0.0
 01/01  16:00:00,5.0,20.039163865044973,18.53171246859172,13.79570722944715,32.537281541854234,4102.827155554033,0.0
 01/01  17:00:00,4.0,20.04561809711614,17.879388968716494,13.622854072486323,33.417091401821054,4178.283139871437,0.0
 01/01  18:00:00,4.0,20.03138313621605,17.178791934560884,13.371607793476683,35.98588975938748,4504.490917882323,0.0
 01/01  19:00:00,4.0,20.035734934247365,16.364042233361562,13.33643457535108,36.970218283080804,4637.713666784708,0.0
 01/01  20:00:00,4.0,20.037679294813827,16.351052959047298,13.272837671972201,38.138305188349634,4784.981553474896,0.0
 01/01  21:00:00,4.0,20.017526349398263,15.328171206621828,12.29887402393922,42.78080078928272,5370.778648793227,0.0
 01/01  22:00:00,4.0,20.066791515205914,19.300293342799538,14.02485808985727,37.924039688357674,4792.7351592021205,0.0
 01/01  23:00:00,6.0,18.682468385311093,16.76799026562517,12.590597250549456,25.05688314398595,3126.3276712840134,0.0
 01/01  24:00:00,7.0,18.48058666685846,20.599030144582247,14.2020373934773,20.290691766007907,2649.983747268017,0.0
 07/20  01:00:00,14.0,18.779765704105262,13.48902076759498,19.22927729329046,0.0,0.0,0.0
 07/20  02:00:00,13.0,18.611962142295628,24.52954673178197,17.26520397959452,3.9698193782612483,498.54079832497814,0.0
 07/20  03:00:00,12.0,18.55277683342244,21.952535126742248,17.6340487492212,5.620483079849769,717.7860583535969,0.0
 07/20  04:00:00,12.0,18.535657126881357,23.63860825437375,17.56835202335091,5.780115161955701,737.8089000834526,0.0
 07/20  05:00:00,12.0,18.549053171443546,23.099266854235733,16.984787344056407,6.129562854068803,783.2462953789334,0.0
 07/20  06:00:00,12.0,20.090091681440054,27.023384185964577,17.95125323298403,7.272434822448608,932.378880527623,0.0
 07/20  07:00:00,13.0,20.319842942870427,28.770795706110846,18.301473660142754,0.42381330543410856,51.78625704207463,0.0
 07/20  08:00:00,15.0,21.865152129652653,26.097054728010065,18.604420197228254,0.0,0.0,0.0
 07/20  09:00:00,17.0,23.339412467554236,26.72211916958742,18.900252729233078,5.505682784186434,0.0,0.0
 07/20  10:00:00,17.0,23.46289510303459,29.411646711595644,19.215245682678592,21.77520097838048,0.0,0.0
 07/20  11:00:00,19.0,23.592859689210915,31.457332762704507,19.975923787066282,37.6443120798868,0.0,0.0
 07/20  12:00:00,19.0,23.4144351437078,31.266116546321523,19.934873264838675,42.70454370923013,0.0,0.0
 07/20  13:00:00,21.0,23.466844752327106,32.226542751875215,20.706729986203552,43.47655600578863,0.0,0.0
 07/20  14:00:00,21.0,23.398564499054228,32.109396319530155,20.67760251074612,46.67604058771342,0.0,0.0
 07/20  15:00:00,22.0,23.42380427550138,31.91437657742028,21.157579066517645,51.1028244493462,0.0,0.0
 07/20  16:00:00,22.0,23.397819089551344,31.9401166410768,21.104711449981526,54.91226145769719,0.0,0.0
 07/20  17:00:00,22.0,23.344151748675767,29.306796116147687,21.355503519936942,54.095941433647695,0.0,0.0
 07/20  18:00:00,22.0,23.318088620283245,28.497441874073058,21.23038637751376,49.700083840471066,0.0,0.0
 07/20  19:00:00,19.0,23.187416878528445,25.29929679734215,20.4396768434925,40.06693328193929,0.0,0.0
 07/20  20:00:00,17.0,23.079689723080946,22.004233846695016,19.742600055822287,21.575387259248842,0.0,0.0
 07/20  21:00:00,16.0,23.055922073432715,19.476015283135805,19.265633994204588,1.4886417481039138,0.0,0.0
 07/20  22:00:00,15.0,21.575712185940834,17.30466144229454,18.660315553659867,0.0,0.0,0.0
 07/20  23:00:00,15.0,20.621681946297848,15.759671489805708,19.22330864137883,0.0,0.0,0.0
 07/20  24:00:00,15.0,19.677656097183178,14.41380424415489,19.268847471130968,0.0,0.0,0.0
 07/21  01:00:00,14.0,18.726053115472425,12.687797345364007,19.843598426395086,0.0,0.0,0.0
 07/21  02:00:00,13.0,18.689494728466883,26.252436119897826,17.414265315719483,4.057225034585399,508.2196689264743,0.0
 07/21  03:00:00,13.5,18.578734230725647,22.657381933581675,18.379074017346557,4.226649086744176,537.9095160129457,0.0
 07/21  04:00:00,14.0,18.565046491038345,24.47755045818524,18.018630322060133,4.065995761704972,516.1290602440915,0.0
 07/21  05:00:00,13.0,18.5626747637216,23.696211169044,17.860553252852586,4.93037358115497,627.5988004917832,0.0
 07/21  06:00:00,14.0,20.094001282896926,25.155957578318578,18.07578730945242,7.566240434279409,964.2856648086084,0.0
 07/21  07:00:00,16.0,20.510854330409575,21.146351035422555,18.49609124023403,0.0,0.0,0.0
 07/21  08:00:00,16.0,22.442933251728586,23.180481945916075,18.703660370942227,0.0,0.0,0.0
 07/21  09:00:00,18.0,23.389101938513,25.943697488842197,19.252421243699324,8.68789800620152,0.0,0.0
 07/21  10:00:00,18.0,23.345509364857115,26.97006643642197,19.39215056385498,23.664403409694398,0.0,0.0
 07/21  11:00:00,21.0,23.6481125602003,30.16579697171045,20.837473825121265,35.46268854514681,0.0,0.0
 07/21  12:00:00,22.0,23.499195205985544,30.827174664418955,21.209053646531785,44.06196770458459,0.0,0.0
 07/21  13:00:00,22.0,23.430126546901214,33.00064983437459,21.08804896045529,48.25011235319887,0.0,0.0
 07/21  14:00:00,23.0,23.446500742602456,32.861012023934556,21.615362767677787,52.759906510104855,0.0,0.0
 07/21  15:00:00,24.0,23.444962225386732,30.928122702097088,22.51426205385032,58.09809929674065,0.0,0.0
 07/21  16:00:00,24.0,23.356219823634678,31.975206254900506,22.021187654618274,62.125947795340835,0.0,0.0
 07/21  17:00:00,24.0,23.357327174737286,30.324251134294297,22.221779055246174,60.54496374241043,0.0,0.0
 07/21  18:00:00,24.0,23.307208648210402,28.748790587159103,22.187869679667603,55.36696409097234,0.0,0.0
 07/21  19:00:00,22.0,23.208988673828927,26.11909127301796,21.482556497781207,44.18002937720531,0.0,0.0
 07/21  20:00:00,20.0,23.146217846165353,23.104783357122155,20.934195259408874,25.930725780084067,0.0,0.0
 07/21  21:00:00,19.0,23.16973583397317,20.88873559039058,20.690757443518322,7.856482996873512,0.0,0.0
 07/21  22:00:00,18.0,22.817751670122618,18.694731783370163,20.608195125218334,0.0,0.0,0.0
 07/21  23:00:00,18.0,21.89964074122608,17.303342440368642,20.496873789969147,0.0,0.0,0.0
 07/21  24:00:00,19.0,21.113686081542227,17.21849010083006,20.23175456012635,0.0,0.0,0.0
 07/22  01:00:00,19.0,20.540934536592864,16.722707026599135,20.237454213562167,0.0,0.0,0.0
 07/22  02:00:00,18.0,19.97608428350719,15.867207529779124,19.972783841720318,0.0,0.0,0.0
 07/22  03:00:00,17.0,19.332121571421716,15.730662619534147,19.211909220849492,0.0,0.0,0.0
 07/22  04:00:00,16.0,18.73653976895868,15.119304971817124,18.88830159477284,0.0,0.0,0.0
 07/22  05:00:00,16.0,18.373937089051612,14.385395433024389,19.129381319240984,0.0,0.0,0.0
 07/22  06:00:00,17.0,20.105420663312245,30.53689645932869,18.76127743778225,4.993471277226313,635.6413388140234,0.0
 07/22  07:00:00,18.0,21.08993747541278,23.969223285128933,19.519434267577854,0.0,0.0,0.0
 07/22  08:00:00,19.0,23.358703642501794,24.743224143991604,19.970157792489783,0.0,0.0,0.0
 07/22  09:00:00,19.0,25.23757523161204,27.588162901503285,20.070379484796366,0.0,0.0,0.0
 07/22  10:00:00,22.0,27.536910747890175,31.713013045793456,21.163816564331967,0.0,0.0,0.0
 07/22  11:00:00,23.0,29.32490571144802,34.65686134441096,21.6664838980191,0.0,0.0,0.0
 07/22  12:00:00,24.0,30.912159618423267,37.33947466492303,22.217266474677444,0.0,0.0,0.0
 07/22  13:00:00,26.0,32.410746127217436,39.48530686249833,22.84883814480944,0.0,0.0,0.0
 07/22  14:00:00,28.0,34.22846181320774,42.66532966251677,23.178756782335387,0.0,0.0,0.0
 07/22  15:00:00,27.0,34.957923555941136,40.19255201703321,23.92807031502539,0.0,0.0,0.0
 07/22  16:00:00,27.0,35.993012853679886,39.89493041635277,23.877635519166176,0.0,0.0,0.0
 07/22  17:00:00,27.0,36.2943354285311,38.5222627027825,24.16507054846603,0.0,0.0,0.0
 07/22  18:00:00,26.0,36.14239863228002,36.54984774121379,23.860930888210024,0.0,0.0,0.0
 07/22  19:00:00,25.0,35.666436903868195,34.0710245623297,23.720950500202196,0.0,0.0,0.0
 07/22  20:00:00,23.0,33.928357158335906,31.078622327522687,23.297214706362315,0.0,0.0,0.0
 07/22  21:00:00,22.0,31.541434975519607,27.15964055240101,23.041051097859665,0.0,0.0,0.0
 07/22  22:00:00,22.0,29.41531114745986,24.175501398072996,22.972248561635073,0.0,0.0,0.0
 07/22  23:00:00,22.0,27.537782475778034,21.624951916709442,22.756629175090172,0.0,0.0,0.0
 07/22  24:00:00,21.0,25.85120336766509,19.61688030364618,22.558422674598013,0.0,0.0,0.0
 07/23  01:00:00,19.0,24.1723994145142,18.320711711667016,21.950008138172443,0.0,0.0,0.0
 07/23  02:00:00,19.0,23.08637127140409,16.64389814344221,22.18820232790257,0.0,0.0,0.0
 07/23  03:00:00,18.0,21.917691258746043,15.295675582596886,21.988693548180684,0.0,0.0,0.0
 07/23  04:00:00,18.0,21.078293313596046,14.222293754406099,21.790094404602538,0.0,0.0,0.0
 07/23  05:00:00,17.0,20.179005656137974,14.60208014796383,20.5370441884306,0.0,0.0,0.0
 07/23  06:00:00,18.0,20.65448190153014,15.912285080663818,20.702768772717917,0.0,0.0,0.0
 07/23  07:00:00,19.0,21.865766641430014,18.983184570410632,20.599359011726822,0.0,0.0,0.0
 07/23  08:00:00,21.0,24.026748727590896,24.064021179831705,21.462454996124,0.0,0.0,0.0
 07/23  09:00:00,22.0,26.342411874237307,28.449620107431148,21.838845844289736,0.0,0.0,0.0
 07/23  10:00:00,22.0,28.474151737868755,31.98150306259891,22.043650513239786,0.0,0.0,0.0
 07/23  11:00:00,24.0,30.340979337623523,34.2672005388034,23.037291567472593,0.0,0.0,0.0
 07/23  12:00:00,26.0,31.857385960059286,36.42904984507655,24.04937020719643,0.0,0.0,0.0
 07/23  13:00:00,26.0,33.25936289063707,38.4743346687702,23.67283868273453,0.0,0.0,0.0
 07/23  14:00:00,28.0,34.85824775878388,42.034985745419164,24.400217184839367,0.0,0.0,0.0
 07/23  15:00:00,28.0,36.37998243441936,41.511719026064846,24.564137725551586,0.0,0.0,0.0
 07/23  16:00:00,28.0,37.31987538644862,41.57578580937222,24.999894265356282,0.0,0.0,0.0
 07/23  17:00:00,28.0,37.96287436434077,41.98252414160213,24.71834653223907,0.0,0.0,0.0
 07/23  18:00:00,26.0,37.7319435779807,39.689752892470175,24.656758632180903,0.0,0.0,0.0
 07/23  19:00:00,22.0,36.097830911940925,34.632399561167745,23.97996754057667,0.0,0.0,0.0
 07/23  20:00:00,19.0,33.77252862087971,30.035551615103948,23.46479800312232,0.0,0.0,0.0
 07/23  21:00:00,18.0,31.004057367476346,25.904481440155934,23.312182310479198,0.0,0.0,0.0
 07/23  22:00:00,18.0,28.60452471476627,22.968985050060805,23.22088183276745,0.0,0.0,0.0
 07/23  23:00:00,18.0,26.631933856340478,20.565960089189215,23.695115432919504,0.0,0.0,0.0
 07/23  24:00:00,17.0,24.577189938319886,18.785070110464222,21.755599018911756,0.0,0.0,0.0
 07/24  01:00:00,16.0,23.239211470896095,16.96842073441983,22.92054922812349,0.0,0.0,0.0
 07/24  02:00:00,15.0,21.79844141152107,15.573951918207905,21.941560689902573,0.0,0.0,0.0
 07/24  03:00:00,14.0,20.596560069428875,14.37356823263626,21.46480421686297,0.0,0.0,0.0
 07/24  04:00:00,14.0,19.71013075098844,12.943367453900217,22.269041553851775,0.0,0.0,0.0
 07/24  05:00:00,16.0,19.14451346743155,12.098596205016683,22.073379430889535,0.0,0.0,0.0
 07/24  06:00:00,17.0,23.218351689302715,27.327745037885062,19.661315998096207,26.83282922083706,3287.764947321397,0.0
 07/24  07:00:00,17.0,22.29147582826521,22.611709165198363,21.19513279674148,0.0,0.0,0.0
 07/24  08:00:00,17.0,23.66495863759285,23.28531773132239,20.691953167969015,0.0,0.0,0.0
 07/24  09:00:00,17.0,25.041599468864714,24.498527392975944,20.367669560939333,0.0,0.0,0.0
 07/24  10:00:00,18.0,26.65446088415691,27.716906782876922,20.941087870126946,0.0,0.0,0.0
 07/24  11:00:00,21.0,28.590184317717114,32.26782148249145,21.991626848156585,0.0,0.0,0.0
 07/24  12:00:00,22.0,29.814794518829206,32.982348396156894,22.54460868286252,0.0,0.0,0.0
 07/24  13:00:00,23.0,31.21833434600077,36.7139640425891,23.07461249538803,0.0,0.0,0.0
 07/24  14:00:00,24.0,32.75948504326793,39.01497128605864,23.494593932905254,0.0,0.0,0.0
 07/24  15:00:00,24.0,34.06910082343893,41.02048214407446,23.728532148215148,0.0,0.0,0.0
 07/24  16:00:00,24.0,35.05273960252297,40.48587454338172,23.972340837794494,0.0,0.0,0.0
 07/24  17:00:00,22.0,35.26654092582513,38.686437537230795,23.77016472869494,0.0,0.0,0.0
 07/24  18:00:00,22.0,35.20540800875672,36.440002146262955,23.929666893231,0.0,0.0,0.0
 07/24  19:00:00,19.0,33.923373093611524,32.40910206012215,23.2226144613356,0.0,0.0,0.0
 07/24  20:00:00,17.0,31.58913476461002,27.181236986532152,22.115580963926966,0.0,0.0,0.0
 07/24  21:00:00,16.0,28.80951253019741,23.220714792039683,21.8520340836702,0.0,0.0,0.0
 07/24  22:00:00,16.0,26.8597644370006,20.819586401634545,23.40239916696025,0.0,0.0,0.0
 07/24  23:00:00,17.0,25.016196841172825,18.65387636315095,22.456630700951074,0.0,0.0,0.0
 07/24  24:00:00,15.0,23.253359053388923,16.84588505506111,23.296132516427424,0.0,0.0,0.0
 07/25  01:00:00,14.0,21.769033878486287,14.941118793813459,23.022470215886965,0.0,0.0,0.0
 07/25  02:00:00,14.0,20.59210762051315,13.85097744337872,21.52222723108678,0.0,0.0,0.0
 07/25  03:00:00,14.0,19.824540590426484,14.054911076313319,21.457119403852737,0.0,0.0,0.0
 07/25  04:00:00,15.0,19.370816280847126,14.75304680349436,21.31174501616258,0.0,0.0,0.0
 07/25  05:00:00,15.0,18.955761185011294,15.26186894001087,19.97550920583229,0.0,0.0,0.0
 07/25  06:00:00,15.0,23.209660906286686,29.213332713131777,19.527247861759548,28.083232105843273,3506.113071195176,0.0
 07/25  07:00:00,15.0,20.70757799148035,21.745722794063845,20.55358200475272,0.0,0.0,0.0
 07/25  08:00:00,16.0,20.47306192264879,19.442476157422515,20.0514272633921,0.0,0.0,0.0
 07/25  09:00:00,16.0,20.668636855656178,19.34633652675607,20.095325629857612,0.0,0.0,0.0
 07/25  10:00:00,17.0,21.109507503429114,19.850374357075452,19.89474838734065,0.0,0.0,0.0
 07/25  11:00:00,17.0,21.759280088870963,20.879443835363624,20.174720424519535,0.0,0.0,0.0
 07/25  12:00:00,18.0,22.46707729159745,21.796432630361878,20.205773806199257,0.0,0.0,0.0
 07/25  13:00:00,18.0,23.21644649152366,22.710545112709344,20.233757246217987,0.0,0.0,0.0
 07/25  14:00:00,19.0,24.147165641608314,24.42705217352955,20.865269129235763,0.0,0.0,0.0
 07/25  15:00:00,19.0,24.301585190009536,23.218577896699628,20.36422617125721,0.0,0.0,0.0
 07/25  16:00:00,18.0,24.576129726219943,23.20530856377249,20.235056429289806,0.0,0.0,0.0
 07/25  17:00:00,19.0,25.011882786721458,24.190308619309796,20.986856529184497,0.0,0.0,0.0
 07/25  18:00:00,19.0,25.513175323133392,24.366457268313447,20.79924579862725,0.0,0.0,0.0
 07/25  19:00:00,19.0,26.49814337857387,24.135713119770422,21.316591020471517,0.0,0.0,0.0
 07/25  20:00:00,17.0,26.010656537174967,23.462905207586008,22.25595025567932,0.0,0.0,0.0
 07/25  21:00:00,17.0,24.583780410308336,20.281995405777515,21.080828086908713,0.0,0.0,0.0
 07/25  22:00:00,18.0,23.519489524563834,19.589208783255486,21.01379998879657,0.0,0.0,0.0
 07/25  23:00:00,17.0,22.38030082641206,18.810778421121704,20.345073391802497,0.0,0.0,0.0
 07/25  24:00:00,17.0,21.78748952930661,18.58972971463377,20.99900241871605,0.0,0.0,0.0
 07/26  01:00:00,17.0,20.940230364036875,18.15319279687893,19.95783436628543,0.0,0.0,0.0
 07/26  02:00:00,17.0,20.543320977421452,17.918270832355326,20.117592424506782,0.0,0.0,0.0
 07/26  03:00:00,16.0,19.97492874877009,17.3644537222797,19.819550666320254,0.0,0.0,0.0
 07/26  04:00:00,16.0,19.638908581996077,17.01851951097129,19.655662915996896,0.0,0.0,0.0
 07/26  05:00:00,15.0,19.077846003212382,16.378424973803757,19.317419060971808,0.0,0.0,0.0
 07/26  06:00:00,15.0,23.219926744810614,29.253020249345525,19.062741693243034,24.0217108243076,3000.3384972643303,0.0
 07/26  07:00:00,16.0,20.945682399713114,22.226369191841965,19.73620301043126,0.0,0.0,0.0
 07/26  08:00:00,16.0,20.58994681791197,19.979347529610077,19.40605887964855,0.0,0.0,0.0
 07/26  09:00:00,16.0,20.900560427671916,20.085558544445828,19.445463188453473,0.0,0.0,0.0
 07/26  10:00:00,17.0,21.529576897891992,21.32004232787025,19.893380505117122,0.0,0.0,0.0
 07/26  11:00:00,17.0,22.29651473714296,22.10658446069811,19.462517862156567,0.0,0.0,0.0
 07/26  12:00:00,17.0,23.007784513905808,22.98173830332033,19.68990952611619,0.0,0.0,0.0
 07/26  13:00:00,17.0,23.654234037973815,23.902279447256024,20.008393094466406,0.0,0.0,0.0
 07/26  14:00:00,17.0,24.27517939929293,25.582657688066035,20.30029813882068,0.0,0.0,0.0
 07/26  15:00:00,16.0,24.027313165629884,22.71478728358256,19.207383238921164,0.0,0.0,0.0
 07/26  16:00:00,17.0,24.212890922013205,22.93138484267649,20.103551074499148,0.0,0.0,0.0
 07/26  17:00:00,17.6,24.187683707900547,22.748678007848177,20.353702260174828,0.0,0.0,0.0
 07/26  18:00:00,17.7,23.91459812020062,22.645995019059118,20.504880584266086,0.0,0.0,0.0
 07/26  19:00:00,17.4,23.661309305148993,22.46313160587395,20.544734481628144,0.0,0.0,0.0
 07/26  20:00:00,16.8,23.019579023201334,21.412275896063722,20.732630387031186,0.0,0.0,0.0
 07/26  21:00:00,15.7,22.16099409197461,19.929236039588798,20.890696532776733,0.0,0.0,0.0
 07/26  22:00:00,16.0,21.499834065315305,18.800936637252978,21.03710363082594,0.0,0.0,0.0
 07/26  23:00:00,16.0,20.87123452764989,17.844125175481416,19.923701609677156,0.0,0.0,0.0
 07/26  24:00:00,16.0,20.275950773210372,17.364420371391375,19.806972213139154,0.0,0.0,0.0
 12/22  01:00:00,4.0,18.39011776156005,17.553838047822634,14.879299161789325,28.78317061349436,3739.8505097482903,0.0
 12/22  02:00:00,4.0,18.42151413400549,19.432132014058862,15.389746922015021,25.816360590279466,3341.8828086342733,0.0
 12/22  03:00:00,4.0,18.39749895770069,18.45700654940479,14.169271596542789,25.573785484434467,3297.2529752484406,0.0
 12/22  04:00:00,5.0,18.37704997174945,17.653221971858372,13.659837107522351,26.669881110348133,3468.45978782703,0.0
 12/22  05:00:00,5.0,18.391102228818166,18.475665722692295,13.920567940415172,25.792432858276943,3367.7322724845862,0.0
 12/22  06:00:00,5.0,19.693024333706372,18.647204442836745,14.087446397623909,36.44967786807029,4749.422355123395,0.0
 12/22  07:00:00,5.0,19.979023511208304,18.889899225655196,14.190145661831366,37.849431567830685,4762.608421013374,0.0
 12/22  08:00:00,6.0,20.059805807335803,19.32624032789389,14.44384316412859,34.30352403599523,4280.756409889935,0.0
 12/22  09:00:00,6.0,20.086332856794293,20.637859117659005,14.832313357543999,30.0508651618346,3735.1777065330234,0.0
 12/22  10:00:00,6.0,20.09209461928265,21.80667123777079,15.117430182554271,25.35521810824197,3141.026513433092,0.0
 12/22  11:00:00,6.0,20.05063908236332,20.930261342872743,14.668868480268257,22.737794097504395,2811.2598044020533,0.0
