Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.2782241114001555,4.550342712606132,0.0,0.0,0.0,0.0,0.0,0.0,214528695.9672203,0.0,13229159.86172669,1221442.586110284,0.0,37976088.94492805,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,0.454208382657218,4.075843545580133,0.0,0.0,76888375.0696115,6392322.301127522,11670437.41789772,0.0,302647864.9207987,94951134.78863682,0.0,6986984.871676093,0.0,38607740.6860306,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,0.3540552420647984,4.804513913113513,0.25,0.0,6321928222.825265,260451451.81444995,2288460529.55247,0.0,78332223448.51834,8870840204.192214,757683851.9064299,580943923.3607007,0.0,8955523799.379309,22095729724.14978,15768000000.0,21303501945.526597,21303501945.526597,0.0,0.0,0.0
