Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.2783415775850862,4.550273320628519,0.0,0.0,0.0,0.0,0.0,0.0,214332389.0283653,0.0,13048880.014013492,1204792.1989361542,0.0,37976712.24096027,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,0.45420963065803207,4.074895102296897,0.0,0.0,75860134.35205426,6307331.739224994,11745020.621531897,0.0,301516322.6669198,93912486.71281116,0.0,6894089.868692609,0.0,38607741.51096069,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,0.35414427902886067,4.8042672076158869,0.25,12.75,6244571305.899341,257449855.02452214,2292973210.9220635,0.0,78243176590.64432,8794994371.84593,751704680.9614549,574254231.7020817,0.0,8954991636.455409,22095729724.14978,15768000000.0,21303501945.526597,21303501945.526597,0.0,0.0,0.0
