Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,2180127219.667306,1785503702.9801202,21393516.6871848,0.0,0.0,373230000.0000001,373230000.0000001,0.0,0.0,0.0
 August,262752300.0000006,0.0,0.0,0.0,0.0,262752300.0000006,262752300.0000006,0.0,0.0,0.0
 December,45149744715.81642,30388301823.881645,364106017.2988383,0.0,0.0,14397336874.63637,14397336874.63637,0.0,0.0,0.0
