Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,881547656.3714066,630192291.9809183,0.0,40457464.390489586,0.0,0.0,210897900.00000033,210897900.00000033,0.0,0.0,0.0
 August,488117207.015067,0.0,258646565.5439897,26598041.471076485,0.0,0.0,202872599.9999994,202872599.9999994,0.0,0.0,0.0
 December,26454051727.495457,11040894448.828222,3695716768.394867,1062495026.8242131,0.0,0.0,10654945483.448318,10654945483.448318,0.0,0.0,0.0
