Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,643137300.0000012,0.0,0.0,0.0,0.0,643137300.0000012,643137300.0000012,0.0,0.0,0.0
 December,1506208050.6056273,1232384092.6817887,14766157.923841882,0.0,0.0,259057799.99999988,259057799.99999988,0.0,0.0,0.0
 December,36994158296.99544,19542074318.08656,234148880.41307083,0.0,0.0,17217935098.49648,17217935098.49648,0.0,0.0,0.0
