Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.23188355446165768,0.19587087436996878,0.23272246391781531,0.0,164.33333333333331,0.0,643137300.0000012,0.0,0.0,0.0,0.0,643137300.0000012,643137300.0000012,0.0,0.0,0.0
 December,0.6843532837448454,0.01527558614682352,0.19937146577119144,0.0,0.0,1232384092.6817863,1506208050.6056273,1232384092.6817887,14766157.923841882,0.0,0.0,259057799.99999988,259057799.99999988,0.0,0.0,0.0
 December,0.43007287072336925,0.15617113642487004,0.24238716913715147,0.6666666666666666,3758.1666666666683,19542074318.08647,36994158296.99544,19542074318.08656,234148880.41307083,0.0,0.0,17217935098.49648,17217935098.49648,0.0,0.0,0.0
