Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.4226636499829378,0.6783677935212048,0.0,0.0,822591926.9612312,35773057.94351556,11135303.318706192,1548092260.05232,2968864767.1181865,2417592548.2757707,0.0,82397418.84241363,0.0,0.0,468874800.0000019,468874800.0000019,0.0,0.0,0.0
 August,0.0996746431506472,0.5185003307147827,0.0,1.6666666666666665,18731.25148664109,0.0,0.0,0.0,615879538.0409184,18731.25148664109,353320343.1608105,31457363.628622223,0.0,0.0,231083099.9999997,231083099.9999997,0.0,0.0,0.0
 December,0.23185532884678203,0.5464150679122011,0.0,382.66666666666686,15849151296.592594,799470813.1676781,872885380.2499673,8758344675.878973,54950614686.53932,26279852165.88906,8648402260.963167,2334440841.7950387,0.0,0.0,17687919417.892117,17687919417.892117,0.0,0.0,0.0
