Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,3.4416666666666664,19.80937946306361,3.267124439068354,0.0,0.0
 01/01  02:00:00,3.5500000000000003,19.818261194272363,1.2559684354789316,0.0,0.0
 01/01  03:00:00,3.65,19.45954726471258,0.970805059981648,0.0,0.0
 01/01  04:00:00,3.899999999999999,19.24435508010251,0.2822482016789573,0.0,0.0
 01/01  05:00:00,4.191666666666666,19.051347191010088,-1.4494105862353799,0.0,0.0
 01/01  06:00:00,5.391666666666667,18.9316714273229,-0.8649941484979791,0.0,0.0
 01/01  07:00:00,6.1000000000000005,18.678005353445283,2.422561207809372,0.0,0.0
 01/01  08:00:00,5.458333333333333,18.43108909737403,3.775917111765851,0.0,0.0
 01/01  09:00:00,5.3500000000000005,18.48090211481069,5.160780107783855,0.0,0.0
 01/01  10:00:00,5.891666666666666,18.34569682424075,6.1717419033217915,0.0,0.0
 01/01  11:00:00,6.1000000000000005,18.46269486794228,5.8969097579891825,0.0,0.0
 01/01  12:00:00,6.45,18.625896663652764,7.205860281304401,0.0,0.0
 01/01  13:00:00,6.700000000000002,18.669732127949818,8.516238032140835,0.0,0.0
 01/01  14:00:00,6.991666666666667,18.993038955257212,9.165348987631063,0.0,0.0
 01/01  15:00:00,7.841666666666666,19.54462999376045,9.58666869845706,0.0,0.0
 01/01  16:00:00,7.658333333333334,19.393339600081855,8.90480733163463,0.0,0.0
 01/01  17:00:00,6.558333333333334,18.58908986615965,7.231978833313145,0.0,0.0
 01/01  18:00:00,5.458333333333333,17.96298181144554,8.330111042248966,7.552450734058439,630.3278207791826
 01/01  19:00:00,4.650000000000001,17.94040535665394,9.181528540055842,9.781480046016046,816.3626905365053
 01/01  20:00:00,3.7583333333333333,17.9398128416445,9.596523717845832,8.995695672385166,750.7810973194213
 01/01  21:00:00,3.008333333333333,17.939379341861613,9.175837810077885,10.663754199892281,889.9973244222616
 01/01  22:00:00,3.4416666666666664,17.939263400846617,8.662795867618302,11.186294539432017,933.6085607069241
 01/01  23:00:00,3.5500000000000003,17.93756095946753,8.6857368540495,15.574285993522993,1299.830491607035
 01/01  24:00:00,3.008333333333333,17.9375916677442,8.505773339889231,17.52649688804946,1462.7620858906027
 01/02  01:00:00,2.158333333333333,17.936766765337698,8.744263169157277,19.0224485358325,1587.6142663736666
 01/02  02:00:00,1.7,17.93613518892336,9.083946612439485,21.586648730239414,1801.6225105179522
 01/02  03:00:00,0.7083333333333335,17.936818259329367,9.805896817291066,26.225754752731632,2188.8024726902777
 01/02  04:00:00,0.9916666666666667,17.935631602172688,9.465873021129656,27.541954578492025,2298.652559383351
 01/02  05:00:00,1.3500000000000003,17.934567598505797,9.130869703593397,27.374691790510976,2284.692800841651
 01/02  06:00:00,1.0999999999999999,17.934633957370547,9.653599580759463,27.86595567945022,2325.6937033892377
 01/02  07:00:00,1.0999999999999999,17.93417621887018,9.811084761453577,28.77996772744807,2401.977183105604
 01/02  08:00:00,0.4583333333333333,17.933371590195062,10.300844316662724,31.931635573166037,2665.015499403724
 01/02  09:00:00,0.0,17.93842675647911,12.14209427924591,26.458127574785923,2208.1963171113034
 01/02  10:00:00,0.35000000000000003,17.940063605302967,15.450863061350773,18.65663964074648,1557.0838423059674
 01/02  11:00:00,1.8833333333333335,17.941600770612663,19.379230238896657,9.634748814858549,804.1164964953227
 01/02  12:00:00,3.4416666666666664,18.13276365567514,20.727134641050373,0.4192640317207652,34.9917917708325
 01/02  13:00:00,4.891666666666667,18.81644926448809,19.700205825865392,0.0,0.0
 01/02  14:00:00,5.891666666666666,19.50330242653121,18.158133272177665,0.0,0.0
 01/02  15:00:00,6.741666666666667,19.998939859825768,16.77458861193568,0.0,0.0
 01/02  16:00:00,7.2,19.849619788348033,13.159502696975919,0.0,0.0
 01/02  17:00:00,6.908333333333334,19.283997462977943,9.321293661804326,0.0,0.0
 01/02  18:00:00,4.716666666666668,18.645577877618575,5.9733929902259995,0.0,0.0
 01/02  19:00:00,2.3666666666666667,18.079556789743528,4.500689203507419,2.2506085607130366,187.83587466566635
