Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,-9.4,20.30376599970097,1.719586068309547,16.08324947363076,158.0181194211391,1715.2579422455106,41.13737353916623,0.0,478.3789178064244
 01/01  02:00:00,-13.3,20.429146070851524,-0.340066760059576,15.379045924473468,158.0181194211391,1645.3083537528108,40.09838965600717,0.0,2618.7727336528034
 01/01  03:00:00,-16.0,20.46720839511105,-2.0297105344105366,14.918848705156205,158.0181194211391,1620.4893135451046,23.343119963113897,0.0,4062.206886155647
 01/01  04:00:00,-16.0,20.48365469880336,-4.226835419742858,10.686239741920394,158.0181194211391,1619.6134089790947,23.343119963113897,0.0,4750.10866120342
 01/01  05:00:00,-15.6,20.49928001936534,-4.31451358811841,14.205323153191403,158.0181194211391,1621.356745978317,14.864049912835366,0.0,4857.165309576405
 01/01  06:00:00,-13.3,20.524597112047208,-4.256868871225331,13.864060315871667,158.0181194211391,1656.190890680935,29.742848851447627,0.0,3858.3581719092546
 01/01  07:00:00,-11.7,20.53284656193927,-3.6666954305274146,12.038605770244646,158.0181194211391,1686.089063213932,26.331798145858526,0.0,3391.464904144328
 01/01  08:00:00,-10.0,20.54478069127305,-2.6227306505785927,13.89527413419883,158.0181194211391,1681.1869988691297,44.77001815569539,0.0,2768.64742295307
 01/01  09:00:00,-10.0,20.540711179909093,-2.0251533646429618,13.6111252840402,158.0181194211391,1701.9158657723852,35.421327980408239,0.0,2704.943532410583
 01/01  10:00:00,-8.0,20.547567249778504,-1.2277456651080443,13.747577671519427,158.0181194211391,1716.9284046566189,46.16898388689259,0.0,2114.3635312955955
 01/01  11:00:00,-6.0,20.556977511818578,0.19291883536593328,13.772228997711725,158.0181194211391,1712.6073096413957,71.90061054195957,0.0,1393.6110743807313
 01/01  12:00:00,-5.0,20.562984720823246,1.8743957867067745,13.762193492186608,158.0181194211391,1717.5332004054524,79.25723067567505,0.0,864.4633626766076
 01/01  13:00:00,-4.0,20.571354870334348,4.3137345512242188,13.762082417871668,158.0181194211391,1745.1819269647852,70.04514830083201,0.0,124.40742948101843
 01/01  14:00:00,-3.0,20.589914894906657,5.902587072733421,13.817381057288659,143.43555400873209,1603.9474142700977,70.86922860439769,16.71357895654708,0.0
 01/01  15:00:00,-3.0,20.58803273822704,7.121878675797612,13.805357029432593,132.52481863857438,1482.7194651710902,65.47849689123439,30.655425678578888,0.0
 01/01  16:00:00,-3.0,20.577827701905944,6.969818155756945,13.785018351273856,127.95915082412654,1431.5649551884542,63.22266154872481,36.48960779871919,0.0
 01/01  17:00:00,-2.0,20.590029452790679,6.1372587729562799,13.84659587707945,115.8168256433638,1277.7235909421304,79.93326633984036,51.64932516027334,0.0
 01/01  18:00:00,-2.0,20.573388449366733,5.110676212112036,13.841605126200792,106.78705963467572,1178.6089270496682,73.70129493152692,63.21543782323582,0.0
 01/01  19:00:00,-2.8,20.547245447373226,4.208854161073364,13.788452701341415,103.18212998178182,1133.0141379823897,70.64973261395764,67.67536095013283,0.0
