Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.45517591136276503,1.344476200631037,1.1218902429064779,0.0,0.0,2341807310.103226,2743096335.510594,2341807310.1032248,28059025.407365717,0.0,0.0,373230000.0000001,373230000.0000001,0.0,0.0,0.0
 August,0.1489018380041465,0.5678629109221385,0.3617994569840305,0.0,117.49999999999999,1052740.6024059164,263817654.31113604,1052740.6024059164,12613.708729507302,0.0,0.0,262752300.0000006,262752300.0000006,0.0,0.0,0.0
 December,0.27142145575214377,0.763474225339429,0.5847444558629599,0.0,1962.3333333333326,41836871585.95113,56735488748.56494,41836871585.95113,501280287.97687715,0.0,0.0,14397336874.63637,14397336874.63637,0.0,0.0,0.0
