Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,2743096335.510594,2341807310.1032248,28059025.407365717,0.0,0.0,373230000.0000001,373230000.0000001,0.0,0.0,0.0
 August,263817654.31113604,1052740.6024059164,12613.708729507302,0.0,0.0,262752300.0000006,262752300.0000006,0.0,0.0,0.0
 December,56735488748.56494,41836871585.95113,501280287.97687715,0.0,0.0,14397336874.63637,14397336874.63637,0.0,0.0,0.0
