Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),LIVING:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),LIVING:Zone System Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),ATTIC:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),ATTIC:Zone System Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),CRAWLSPACE:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),CRAWLSPACE:Zone System Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Heating Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Heating Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,-8.3,18.350199299804807,-6.482364732360406,18.486371640557916,112.86951774199596,1767.471326078915,1767.471326078915,0.0,0.0,0.0,0.0,2731.5491555620915,995.4984425945028,32.137712537776316,53.0480895370459,0.0,0.0
 01/01  02:00:00,-8.3,18.311317552954904,-5.587296502044562,18.022534023194506,155.37179076023685,2548.8219748209976,2548.8219748209976,0.0,0.0,0.0,0.0,3883.4135632171315,1354.7440232984468,43.760144885756304,0.0,23.815270292111563,23.815270292111563
 01/01  03:00:00,-8.9,18.487105320359536,-5.366507368041519,17.81099761485644,155.37179076023685,3082.900636892782,3082.900636892782,0.0,0.0,0.0,0.0,3802.0073257572526,1341.6043916133922,47.323017203095105,0.0,869.7009544484708,869.7009544484708
 01/01  04:00:00,-8.9,18.55739179553725,-5.324752735045291,17.56558172027949,155.37179076023685,3353.6141934492443,3353.6141934492443,0.0,0.0,0.0,0.0,3798.315541549701,1345.8663008768124,47.30090325512834,0.0,1230.8602318108333,1230.8602318108333
 01/01  05:00:00,-8.9,18.584998575764487,-5.233444076760039,17.350134548215745,155.37179076023685,3384.227275213734,3384.227275213734,0.0,0.0,0.0,0.0,3820.1942916414578,1355.5618254240196,40.98018311204083,0.0,1265.3882374901614,1265.3882374901614
 01/01  06:00:00,-8.9,19.368220246771635,-5.076329345486257,17.141918101630228,155.37179076023685,4400.5326548460835,4400.5326548460835,0.0,0.0,0.0,0.0,3819.8288172603206,1355.97171375138,40.98018311204083,0.0,2454.345866972166,2454.345866972166
 01/01  07:00:00,-10.0,19.603508237320057,-5.479226364492057,16.96849739342282,155.37179076023685,4378.757980564347,4378.757980564347,0.0,0.0,0.0,0.0,3652.0748373263027,1353.5387701512452,47.75145647688255,0.0,2673.8081171077934,2673.8081171077934
 01/01  08:00:00,-9.4,19.67812858536378,-4.958682651860685,16.791234266323613,155.37179076023685,4010.3121466683424,4010.3121466683424,0.0,0.0,0.0,0.0,3729.2358252268773,1371.8970254051274,43.76285184371596,0.0,2212.619794496879,2212.619794496879
 01/01  09:00:00,-6.7,19.73270009972907,-2.8422861176094614,16.636864084135386,155.37179076023685,2847.7144189732826,2847.7144189732826,0.0,0.0,0.0,0.0,4065.0624707314955,1413.896988789302,38.30006180690242,0.0,509.44171809435556,509.44171809435556
 01/01  10:00:00,-5.0,19.8743529501743,-0.1872538964298344,16.492975929871886,123.30187015762507,1969.862006073372,1969.862006073372,0.0,0.0,0.0,0.0,3323.216559508584,1152.2771741906909,26.561387729321147,40.2975756904844,0.0,0.0
 01/01  11:00:00,-3.9,19.912318326482033,2.3349102050652233,16.372617589065783,86.72129517788755,1416.30735875344,1416.30735875344,0.0,0.0,0.0,0.0,2349.720823266202,821.53354397818,17.076423431496348,87.81198967619461,0.0,0.0
 01/01  12:00:00,-3.9,19.914925736816723,4.496652497938199,16.274580993609426,52.021034015110914,813.5020634632692,813.5020634632692,0.0,0.0,0.0,0.0,1363.9583113827932,490.49698726884844,12.62199513791397,132.62238828789438,0.0,0.0
 01/01  13:00:00,-1.1,20.136999438451262,8.131649758003679,16.20702677253582,13.124128158060033,155.4330601016427,155.4330601016427,0.0,0.0,0.0,0.0,362.14103826903596,126.61108625985187,3.101682457331304,183.03566095172596,0.0,0.0
 01/01  14:00:00,-1.1,20.5817389964055,10.754464960033207,16.166741147534566,0.0,-476.27118940265245,-476.27118940265245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
 01/01  15:00:00,-0.6,21.08558565660392,11.247431948408881,16.15246190944486,0.0,-1014.5289485632638,-1014.5289485632638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
 01/01  16:00:00,-0.6,21.928354294572653,9.275914405069933,16.160746051925457,0.0,-1706.3426998606901,-1706.3426998606901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
 01/01  17:00:00,-1.7,22.432145527788535,7.8536414683555265,16.184410903115282,0.0,-2054.3475515037444,-2054.3475515037444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
 01/01  18:00:00,-1.7,21.5170922863103,4.189509738501755,16.205547034924,0.0,-1369.888843502442,-1369.888843502442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
 01/01  19:00:00,-5.0,20.79591653822528,0.9558581677881826,16.226194518305476,0.0,-794.8142693506761,-794.8142693506761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
 01/01  20:00:00,-5.6,20.27818088466743,-1.9998511822403089,16.20767312267618,0.0,-441.35534786527387,-441.35534786527387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
 01/01  21:00:00,-7.8,19.745956546310953,-3.7358193921358946,16.166463092044257,12.848112315666075,149.50277377983002,149.50277377983002,0.0,0.0,0.0,0.0,287.1158804540784,117.08454570224815,4.420544253073086,183.2395675193742,0.0,0.0
 01/01  22:00:00,-8.9,19.507479759815965,-5.261686183588426,16.09523570177453,51.32429156811597,786.041838182613,786.041838182613,0.0,0.0,0.0,0.0,1144.369990784803,458.8929497657319,17.875903353340902,132.9422437499483,0.0,0.0
