Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,4039342602.685937,3622706126.4962735,43406476.18966467,0.0,0.0,373230000.0000001,373230000.0000001,0.0,0.0,0.0
 August,356801490.6764723,92935655.8786702,1113534.7978031782,0.0,0.0,262752300.0000006,262752300.0000006,0.0,0.0,0.0
 December,91724203273.70157,76411322565.87363,915543833.1908524,0.0,0.0,14397336874.63637,14397336874.63637,0.0,0.0,0.0
