Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,1003295924.4191636,692422172.6778246,8296451.741340756,0.0,0.0,302577300.0000009,302577300.0000009,0.0,0.0,0.0
 August,1072468800.0000008,0.0,0.0,0.0,0.0,1072468800.0000008,1072468800.0000008,0.0,0.0,0.0
 December,51554944214.79249,18065070944.283306,216451747.51340634,0.0,0.0,33273421522.9971,33273421522.9971,0.0,0.0,0.0
