Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,675928741.1515454,512779726.09918714,6144015.052359235,0.0,0.0,157004999.99999964,157004999.99999964,0.0,0.0,0.0
 July,104257799.99999999,0.0,0.0,0.0,0.0,104257799.99999999,104257799.99999999,0.0,0.0,0.0
 December,15140899810.615896,7970131934.714928,95496385.84327583,0.0,0.0,7075271490.057943,7075271490.057943,0.0,0.0,0.0
