Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,8.3,16.367856445753258,20.80480804923978,301.7964056367253,0.0,173.66781969323998,0.0
 01/01  02:00:00,8.3,15.923797878253971,15.782822878253961,230.49941101223658,0.0,180.0240340215479,0.0
 01/01  03:00:00,7.8,16.29992856705704,21.672559042527265,311.9968756233565,0.0,172.56952666585246,0.0
 01/01  04:00:00,7.8,16.091736491575343,19.592674936340465,284.0210512739916,0.0,175.20198946828032,0.0
 01/01  05:00:00,7.8,15.9367237212126,17.309855808210678,249.97751046833608,0.0,178.09130258990896,0.0
 01/01  06:00:00,7.2,15.572087746471208,20.67884738844204,295.6110182050462,0.0,173.8272452848549,0.0
 01/01  07:00:00,8.3,15.955471745965742,38.750813154218875,557.879021504321,0.0,150.95396234392348,0.0
 01/01  08:00:00,9.4,19.3265354327352,158.01811932678257,2322.7206293527847,0.0,0.0,328.0639449835089
 01/01  09:00:00,9.4,20.735055184455792,158.01811932678257,2467.6727420667503,0.0,0.0,395.0050286910173
 01/01  10:00:00,10.0,21.21014355614637,123.35043664254692,1992.589461256879,0.0,0.0,0.0
 01/01  11:00:00,9.4,21.391434627905564,92.09829196892812,1491.0746231492449,0.0,83.43325137483986,0.0
 01/01  12:00:00,11.1,21.00557356632557,63.21324371775375,1048.0693434609068,0.0,0.0,0.0
 01/01  13:00:00,10.6,21.188253959390376,57.58941920194782,942.116201229304,0.0,0.0,0.0
 01/01  14:00:00,12.2,21.03505284863268,53.581911291043006,897.424289226907,0.0,0.0,0.0
 01/01  15:00:00,12.2,21.156840404502635,58.652979561222814,979.5200584749554,0.0,0.0,0.0
 01/01  16:00:00,11.1,21.327629390477973,60.48390679601416,998.3731294453577,0.0,0.0,0.0
 01/01  17:00:00,10.6,20.934196526494095,61.01724931517564,1004.300153875024,0.0,0.0,0.0
 01/01  18:00:00,10.6,21.000381993872256,66.91457748051307,1093.0781419719417,0.0,0.0,0.0
 01/01  19:00:00,10.0,20.950774719430818,78.36241285852228,1272.4654480941988,0.0,0.0,0.0
 01/01  20:00:00,10.0,21.271433583775263,84.49652654970627,1370.6633796135154,0.0,0.0,0.0
 01/01  21:00:00,10.0,18.758715515272367,0.0,0.0,0.0,0.0,0.0
 01/01  22:00:00,9.4,17.452169429332816,0.0,0.0,0.0,200.0,0.0
 01/01  23:00:00,9.4,16.027788676754163,0.0,0.0,0.0,200.0,0.0
 01/01  24:00:00,9.4,15.982633593385504,22.23708734901521,327.40921776669194,0.0,171.85501581242244,0.0
