Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,1.1,8.822222222,0.0,449.71410205278596,0.0,19.50840485307706,4.179709678054293,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  02:00:00,1.1,8.822222222,0.0,449.71410205278596,0.0,19.20196877142969,3.325729576786881,0.0,0.0,0.0,0.0,199.99999999999997,0.0
 01/01  03:00:00,1.7,8.827777778,0.0,449.71410205278596,0.0,19.005854779271246,2.827093206977958,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  04:00:00,1.7,8.827777778,0.0,449.71410205278596,0.0,18.692470656315624,2.456591021909629,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  05:00:00,1.7,8.833333333,0.0,449.71410205278596,0.0,18.588803940090028,2.518430027969285,3.1289750892249044,0.0,56.03248218524851,0.20469142898043438,196.68762980911106,0.0
 01/01  06:00:00,1.7,8.833333333,0.0,449.71410205278596,0.0,19.709012437431586,5.427299126966026,29.424368941825755,0.0,534.8158530802548,1.9246981915023071,168.85096923714147,0.0
 01/01  07:00:00,1.7,8.838888889,0.0,449.71410205278596,0.0,19.714381529523504,5.180243683637569,25.668700084425996,0.0,469.92785210506366,1.679034685540259,172.82675107052634,0.0
 01/01  08:00:00,2.8,8.844444444,0.0,449.71410205278596,0.0,19.723556902628587,5.847216026133474,28.08554022349857,0.0,520.6392129037924,0.9477002732519482,170.27545736912538,0.0
 01/01  09:00:00,2.8,8.85,0.0,449.71410205278596,0.0,19.72237836568682,6.383049017245654,28.432174299134566,0.0,527.0895619213795,0.9589240622244853,169.90859694207012,0.0
 01/01  10:00:00,2.8,8.85,0.0,449.71410205278596,0.0,19.722688909810117,7.821986339027713,27.218851872637632,0.0,504.59992479539164,0.9180026732866665,171.19272574509722,0.0
 01/01  11:00:00,5.0,8.855555556,0.0,449.71410205278596,0.0,19.722757746663284,11.118084180158904,18.716239542116796,0.0,355.3459282688266,0.01543788507710923,180.19469564927877,0.0
 01/01  12:00:00,5.6,8.861111111,0.0,449.71410205278596,0.0,19.722308869308016,12.855382815783626,14.64612524799985,0.0,293.2729915392838,0.0,184.50167170623905,0.0
 01/01  13:00:00,5.6,8.861111111,0.0,449.71410205278596,0.0,19.7411999629749,13.12222014920511,14.412822963885304,0.0,288.60095410233293,0.0,184.7485489744357,0.0
 01/01  14:00:00,3.9,8.861111111,0.0,449.71410205278596,0.0,19.7161421310623,12.74611400072375,20.451528055481457,0.0,359.43190334217695,16.452997922735037,178.2934875889974,0.0
 01/01  15:00:00,3.3,8.861111111,0.0,449.71410205278596,0.0,19.72212662834185,13.130005971992011,20.93993307374069,0.0,367.0256308023898,16.204304081526676,177.76514571257263,0.0
