Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 June,0.033355865042564437,0.4696701740558306,1.5067653749505974,0.0,17.333333333333332,0.0,0.0,0.0,0.0,1052784000.9995922,0.0,610122686.0316395,58536814.96795267,0.0,0.0,384124500.00000036,384124500.00000036,0.0,0.0,0.0
 December,0.20898960162957375,0.22072515524235012,1.5327385066790997,0.0,0.0,501596238.64208645,34864833.697309375,71753742.81689677,0.0,1182197851.322454,608214815.1562934,0.0,46015136.166161895,0.0,0.0,527967900.0000011,527967900.0000011,0.0,0.0,0.0
 December,0.1455186960168193,0.24012285117222346,0.8910116598523248,0.0,25.833333333333332,5883152339.790325,244883161.69145682,2205832496.356031,278216.36106432637,36850872163.472145,8334146214.198916,7109798667.533097,1283302184.4562347,0.0,0.0,20123625097.283516,20123625097.283516,0.0,0.0,0.0
