Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.4045229783858338,0.29304131478364515,0.39191048987404914,0.0,0.0,604968545.8020616,45376198.376294024,35068586.707272,9798978.17730581,1073760051.4492867,695212309.0629349,0.0,52570442.38635253,0.0,0.0,325977300.00000036,325977300.00000036,0.0,0.0,0.0
 August,0.13786477483131296,0.09578333521632884,0.07204126548468123,0.0,0.0,14120552.910751231,0.0,0.0,0.0,440947919.0246642,14120552.910751235,215648613.35298848,22440652.760924954,0.0,0.0,188738100.00000015,188738100.00000015,0.0,0.0,0.0
 December,0.2363222041891872,0.14926767081235814,0.1577216050358416,0.0,27.33333333333334,11176168325.679684,533217947.6279197,1512131853.4535305,222641840.70295167,35909898787.67446,13444159967.464094,3090190291.532746,1231775450.6125581,0.0,0.0,18143773078.06527,18143773078.06527,0.0,0.0,0.0
