Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,0.6,19.675412565674687,75.78747398904349,894.3199612827814,69.0330207800237,119.19138235639217,0.0
 01/01  02:00:00,0.6,19.873823191917435,93.89476883439889,1107.3046069934412,85.51881028595069,99.88470233261204,0.0
 01/01  03:00:00,1.1,19.907914529331343,94.72729141316981,1119.0135799875782,89.0582143539911,99.05565828689873,0.0
 01/01  04:00:00,1.1,19.899652865018933,95.81437460224214,1132.4914911239325,90.08036803334653,97.89708317913795,0.0
 01/01  05:00:00,1.1,19.681858158097633,87.9628927032212,1038.771772208739,82.71315533628236,106.26389516579775,0.0
 01/01  06:00:00,1.1,20.201335353808528,121.09441274432494,1470.7222938359268,80.84694234851287,71.37129339364041,0.0
 01/01  07:00:00,1.1,20.263972455780507,116.0664573022562,1440.2496255609092,63.34636200717675,76.87938872404247,0.0
 01/01  08:00:00,1.1,20.33103104567651,111.33019705233764,1383.2326522900485,60.72791947799482,81.90369296184335,0.0
 01/01  09:00:00,0.6,20.288961765085496,108.55894710892284,1348.1894825095171,57.22760924039658,84.8059411496922,0.0
 01/01  10:00:00,1.1,20.09008453836685,82.89504333798982,1029.3115407691628,45.1884479427716,112.06741677858707,0.0
 01/01  11:00:00,2.8,20.376952261177458,57.190827264419745,722.1664091587306,28.297008494976705,139.46365516959648,0.0
 01/01  12:00:00,3.9,20.396762887552427,51.66250731415375,657.0896986945229,28.811419747326926,145.3482521300487,0.0
 01/01  13:00:00,5.0,20.11784031942092,11.319965654820862,147.21407930415205,5.2473542191103215,188.04152792601613,0.0
 01/01  14:00:00,6.1,20.177221351400107,12.920972401073865,187.34285615511007,0.0,186.3718451443816,0.0
 01/01  15:00:00,6.7,20.360691982030904,17.71932800070779,258.819931538728,0.0,181.3108689938018,0.0
 01/01  16:00:00,6.1,20.280592774851392,21.07611032653551,306.84832241346027,0.0,177.77036538981753,0.0
 01/01  17:00:00,5.6,20.04463225671473,17.797262922578888,257.41963985824066,0.0,181.22866858728815,0.0
 01/01  18:00:00,5.0,20.278395328737417,43.46291832032692,500.4537240868201,58.89017614823419,153.92002115649888,0.0
 01/01  19:00:00,3.9,20.243953316635306,48.99378529391027,568.1269921807204,62.301748631619375,147.9421998480763,0.0
 01/01  20:00:00,3.3,20.281921342705594,59.421408431367546,689.5472544408879,72.9566111706021,136.79328014390813,0.0
 01/01  21:00:00,1.7,20.23135335553398,70.76581629412033,824.4247245822345,78.88996059957789,124.52997270938373,0.0
 01/01  22:00:00,1.1,20.27933170936429,84.90543027148604,988.4710761582326,91.23340574220437,109.37220908945733,0.0
 01/01  23:00:00,1.1,20.303178478444288,93.14000858018444,1084.0262256708413,100.15934999310363,100.58166556113251,0.0
 01/01  24:00:00,0.6,19.706150463434096,65.92330044739589,768.0923613257497,68.70112729508709,129.5853867466459,0.0
