Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil NaturalGas Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil Electricity Rate [W](Hourly)
 12/22  04:00:00,4.0,18.579791930273892,16.2921050888956,10.465071292811825,1118.1458426142601,0.0
 12/22  05:00:00,4.0,18.56037238566417,15.520490961741123,15.376686837777946,1643.4226779429744,0.0
 12/22  06:00:00,4.0,20.01424872456677,16.238001539912613,25.624948955862713,2740.774613415503,0.0
 12/22  07:00:00,4.0,20.18861622464828,16.77861116145,31.80405475959531,3237.2187032155753,0.0
 12/22  08:00:00,4.0,20.227127753670022,16.889341532110002,29.09621978472852,2943.102864965621,0.0
 12/22  09:00:00,4.0,20.227423409958558,17.530775095898292,28.788690149002957,2908.2934559573155,0.0
 12/22  10:00:00,4.0,20.221074271874794,16.64209941706056,30.446155341615075,3075.891901026939,0.0
 12/22  11:00:00,4.0,20.229780572355374,18.93549937232213,28.030004406598625,2832.0151269930097,0.0
 12/22  12:00:00,4.0,20.23072102995158,19.958758359951084,26.746032171262122,2701.2180106689943,0.0
 12/22  13:00:00,4.0,20.226554149017282,18.43293563824847,26.717694100671874,2698.103049905908,0.0
 12/22  14:00:00,4.0,20.22018007772665,19.541575673068042,28.212732120916414,2849.370685206535,0.0
 12/22  15:00:00,4.0,20.222373918090188,19.0864312681263,28.520291528110164,2880.9639136192854,0.0
 12/22  16:00:00,4.0,20.218977319441372,18.255544378050647,29.802465107815188,3010.1593773366076,0.0
 12/22  17:00:00,4.0,20.217949651528013,17.566086873279176,30.980138149976757,3129.9711705393183,0.0
 12/22  18:00:00,4.0,20.219638104904174,17.885743006792698,31.447356310181,3177.075872511472,0.0
 12/22  19:00:00,4.0,20.22105681739156,18.514058486258108,31.61231714811413,3193.3926492497594,0.0
 12/22  20:00:00,4.0,20.221868963043494,17.353813058426418,31.458672193484787,3177.6028856725993,0.0
 12/22  21:00:00,4.0,20.222015140426187,18.310451813812186,31.188685990635083,3150.709916125255,0.0
