Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,-3.3,8.822222222,0.0,449.71410205278596,0.0,18.61935235061479,-1.468967483007732,42.74792463903494,0.0,692.8617288997467,36.184099431972804,154.2209820947804,0.0
 01/01  02:00:00,-3.0,8.822222222,0.0,449.71410205278596,0.0,18.62291901493993,-0.4686350764100966,30.273813213599535,0.0,499.03601439423403,19.581626878494653,167.6851806461018,0.0
 01/01  03:00:00,-4.0,8.827777778,0.0,449.71410205278596,0.0,18.531239902717317,0.20622833770162222,53.67500243099255,0.0,872.0013576030221,39.25944523282597,142.56617419894494,0.0
 01/01  04:00:00,-4.4,8.827777778,0.0,449.71410205278596,0.0,18.604604930629698,0.5481676682265916,58.606138683133054,0.0,954.0585420315565,38.8154173153694,137.32899152473837,0.0
 01/01  05:00:00,-5.0,8.833333333,0.0,449.71410205278596,0.0,18.62517113116317,1.270188555615978,52.80016935117396,0.0,856.7936681348357,35.07722308856364,143.49467013471292,0.0
 01/01  06:00:00,-5.0,8.833333333,0.0,449.71410205278596,0.0,19.65011116530058,2.656611339002629,89.96534282066906,0.0,1481.1651583050561,59.770253608771455,103.71706768895785,0.0
 01/01  07:00:00,-6.0,8.838888889,0.0,449.71410205278596,0.0,19.69665999275442,2.1361503887564544,100.93382777644443,0.0,1652.7977714059853,75.02228485117807,91.67033364219773,0.0
 01/01  08:00:00,-6.0,8.844444444,0.0,449.71410205278596,0.0,19.725781382426874,2.072175505200928,99.4812050020032,0.0,1659.6537569825316,47.43290764683117,93.78423470559277,0.0
 01/01  09:00:00,-6.0,8.85,0.0,449.71410205278596,0.0,19.737598462023676,2.5434465033590468,92.92473835879532,0.0,1550.7689066967764,44.30680417826472,100.78446911617436,0.0
 01/01  10:00:00,-6.1,8.85,0.0,449.71410205278596,0.0,19.739003488236037,3.167427457063995,82.45451097543852,0.0,1379.2620909673078,35.690862980978594,112.03041743039667,0.0
 01/01  11:00:00,-6.0,8.855555556,0.0,449.71410205278596,0.0,19.705276518297843,2.5930410806834043,92.55966691408229,0.0,1543.871112374745,44.13267615454333,101.17439126550745,0.0
 01/01  12:00:00,-5.6,8.861111111,0.0,449.71410205278596,0.0,19.731135441692558,3.795340441074185,79.89765112009427,0.0,1339.1460768721324,36.452548673955,114.7571615475608,0.0
 01/01  13:00:00,-6.0,8.861111111,0.0,449.71410205278596,0.0,19.723238642577435,4.043727884970131,78.6636601190638,0.0,1312.4975738241817,37.507056868303714,116.01103649664455,0.0
 01/01  14:00:00,-6.0,8.861111111,0.0,449.71410205278596,0.0,19.711284441791555,3.2930622342287506,86.17128508907427,0.0,1437.4212241569592,41.08668808623423,107.99522451827767,0.0
 01/01  15:00:00,-6.0,8.861111111,0.0,449.71410205278596,0.0,19.709547689191627,2.6997888786074786,91.61663976346011,0.0,1528.1418419362992,43.68303850539921,102.18125779295319,0.0
 01/01  16:00:00,-6.7,8.861111111,0.0,449.71410205278596,0.0,19.675340165441373,2.747485789613143,98.84681863573317,0.0,1640.477370016301,46.69784684025995,94.40145088225465,0.0
 01/01  17:00:00,-8.0,8.861111111,0.0,449.71410205278596,0.0,19.705734486584753,1.3564616286549958,127.35641474022015,0.0,2103.2735291349345,49.01358686166786,64.04806273670232,0.0
 01/01  18:00:00,-9.0,8.861111111,0.0,449.71410205278596,0.0,19.741145478613948,1.4873830243056096,133.41624887123297,0.0,2191.9687648809345,45.970334771842595,57.60354247654338,0.0
