Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,1294359090.9472091,999677310.0637558,0.0,9889380.883453285,0.0,0.0,284792400.0,284792400.0,0.0,0.0,0.0
 August,795750149.5985605,0.0,374606599.96054953,25562049.638013218,0.0,0.0,395581499.99999905,395581499.99999905,0.0,0.0,0.0
 December,29524165834.980717,7045950153.423357,4674756765.951486,433301744.17759305,0.0,0.0,17370157171.428604,17370157171.428604,0.0,0.0,0.0
