Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.821448520034875,0.35278137439363144,0.6032368649216668,0.0,0.0,999677310.0637559,1294359090.9472091,999677310.0637558,0.0,9889380.883453285,0.0,0.0,284792400.0,284792400.0,0.0,0.0,0.0
 August,0.27410960322682787,0.4647123343944901,0.44183734846357064,0.0,0.0,0.0,795750149.5985605,0.0,374606599.96054953,25562049.638013218,0.0,0.0,395581499.99999905,395581499.99999905,0.0,0.0,0.0
 December,0.43705053535690186,0.517586721121902,0.5498753827787409,0.6666666666666666,1.6666666666666665,7045950153.423388,29524165834.980717,7045950153.423357,4674756765.951486,433301744.17759305,0.0,0.0,17370157171.428604,17370157171.428604,0.0,0.0,0.0
