Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,8.9,16.803008622582944,28.396858042359536,391.8249597855899,0.0,177.30025165800828,0.0
 01/01  02:00:00,8.3,16.37052591676294,11.676675546968566,161.27837205810448,0.0,190.6659533955521,0.0
 01/01  03:00:00,8.9,16.07790262341983,12.780953410255012,176.5069904504882,0.0,189.78322089187714,0.0
 01/01  04:00:00,8.9,17.839388473096367,104.99058525773461,1442.1240304358469,0.0,116.07311414263164,0.0
 01/01  05:00:00,8.9,18.421862573885548,97.7808056545757,1386.3384309657486,0.0,121.83643423772104,0.0
 01/01  06:00:00,8.9,18.577786873598644,82.17841703178509,1177.7859786108356,0.0,134.30859910691137,0.0
 01/01  07:00:00,9.4,18.370257710945925,73.20698512337803,1058.7343965866323,0.0,141.48014063042683,0.0
 01/01  08:00:00,8.9,18.485216108659134,67.13055042921013,961.2342523662134,0.0,146.33749274200213,0.0
 01/01  09:00:00,9.4,18.393054935366457,62.07335448575209,896.2115923162081,0.0,150.3800905202984,0.0
 01/01  10:00:00,8.9,18.324844191938237,56.70569580803804,812.3278112846273,0.0,154.67086455551254,0.0
 01/01  11:00:00,10.0,18.470451703782924,57.5370604286155,834.5852048884622,0.0,0.0,0.0
 01/01  12:00:00,11.1,18.453192046048176,53.34761767429361,787.1234501059948,0.0,0.0,0.0
 01/01  13:00:00,11.1,18.07473431382689,33.224617552930816,490.0924186136465,0.0,0.0,0.0
 01/01  14:00:00,12.8,18.57460467175537,60.45018490932847,907.3269857545829,0.0,0.0,0.0
 01/01  15:00:00,10.6,18.083899733457145,61.97319878167889,910.0224342740528,0.0,0.0,0.0
 01/01  16:00:00,9.4,18.5290509605001,77.62118823265274,1112.4301770376053,0.0,137.95153547412738,0.0
 01/01  17:00:00,9.4,18.36339634318893,74.9523835801245,1083.003687053732,0.0,140.0849121278388,0.0
 01/01  18:00:00,8.9,18.16781513425851,76.36869445529712,1093.3553129579043,0.0,138.95274812601554,0.0
 01/01  19:00:00,8.3,18.6297561478104,91.24176466396393,1292.1135564657786,0.0,127.0635824195176,0.0
 01/01  20:00:00,8.3,18.509461398517267,75.30021468246036,1075.7113975672128,0.0,139.80686451860106,0.0
 01/01  21:00:00,8.3,16.359594498352482,0.0,0.0,0.0,200.0,0.0
 01/01  22:00:00,8.3,16.170857775011708,39.49997735204893,541.1775682442784,0.0,168.42469177159077,0.0
 01/01  23:00:00,8.3,16.298189182381257,46.0478058829257,628.7439307195183,0.0,163.19051904671753,0.0
 01/01  24:00:00,8.3,16.32860425163694,51.93561632229756,710.7468614603346,0.0,158.48394851487473,0.0
