Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Mains Water Temperature [C](Hourly),INTERIOR LIGHTS:Lights Electricity Rate [W](Hourly),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](Hourly),GAS_MELS1:Gas Equipment NaturalGas Rate [W](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,-1.0999999999999999,8.822222222,0.0,209.4550452369881,0.0,22.822906740686282,7.176565382105718,19.683465749297877,95.27782047246366,0.0,1146.2291357611248,70.41740333222457,62.884257499531394,0.0
 01/01  02:00:00,-1.45,8.822222222,0.0,235.73542812263642,0.0,22.821597846320405,7.110932982668422,19.277217568119767,101.77739314609148,0.0,1218.1620200874825,77.57694287033964,53.37927976408557,0.0
 01/01  03:00:00,-1.9916666666666671,8.827777778,0.0,266.8384180788175,0.0,22.824768416818387,6.850580176086542,19.178056529119743,106.7322150907422,0.0,1277.8019020060758,77.64273175789849,46.193513375143766,0.0
 01/01  04:00:00,-2.1999999999999997,8.827777778,0.0,269.8262447459402,0.0,22.825570554467912,6.781022667253661,19.16023207895406,109.20393067991637,0.0,1303.6808724094933,80.88800747825893,42.53116084915345,0.0
 01/01  05:00:00,-2.1999999999999997,8.833333333,0.0,258.3862935104637,0.0,22.825926088339873,6.675937037201266,19.03193955782613,110.55013059274803,0.0,1320.8915005587935,81.01309460263552,40.61526757677343,0.0
 01/01  06:00:00,-2.5500000000000003,8.833333333,0.0,258.17000158793593,0.0,22.819908152298478,6.506770034478802,18.514136343201645,115.54371638614327,0.0,1383.2405871462108,79.97148428115139,33.45067968786164,0.0
 01/01  07:00:00,-1.8083333333333333,8.838888889000001,0.0,334.9531884229866,0.0,22.83083206129771,6.284821351827458,18.242491232202365,117.14987201535503,0.0,1402.2530761723676,86.48103733290249,31.20073048419046,0.0
 01/01  08:00:00,-1.7416666666666665,8.844444444000002,0.0,956.557373212204,0.0,22.830276994956122,5.916049567483007,18.14768587288686,106.36131404563031,0.0,1273.365696212453,79.0569501479444,46.75295573449362,0.0
 01/01  09:00:00,-1.9083333333333332,8.85,0.0,1407.498921804595,0.0,22.832466024487008,6.4944398724729515,17.8506836537217,81.95331488005347,0.0,981.4522347590878,59.907032760823405,81.90778490481237,0.0
 01/01  10:00:00,-1.3500000000000003,8.85,0.0,1276.1700850591708,0.0,22.83602395333863,7.916871580487033,17.470524182502537,45.75115315873137,0.0,552.9645995996651,31.250181068031697,134.1899310799972,0.0
 01/01  11:00:00,-0.8083333333333332,8.855555556,0.0,982.916960155322,0.0,22.825223774417424,10.479108656597703,17.19275345015262,13.126397143592476,0.0,161.42362206790872,7.37838488199484,181.17156902575732,0.0
 01/01  12:00:00,-0.25,8.861111111,0.0,745.1073764347203,0.0,22.83981478736331,15.156275036788278,17.422468854350925,1.19335782507557,0.0,14.863421202904098,0.5725987222968462,198.2913524552188,0.0
 01/01  13:00:00,0.0,8.861111111,0.0,644.7044189723565,0.0,23.04294854356594,18.9736508008474,17.498742790415644,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  14:00:00,0.6416666666666667,8.861111111,0.0,556.9110915164205,0.0,23.487750149704315,20.446418389890066,17.31393455598411,0.0,0.0,0.0,0.0,200.0,0.0
 01/01  15:00:00,1.45,8.861111111,0.0,478.8823504123834,0.0,23.640364549209547,18.387857566559124,17.028149132652853,0.0,0.0,0.0,0.0,200.00000000000003,0.0
 01/01  16:00:00,2.6333333333333333,8.861111111,0.0,452.19077591431784,0.0,23.123455676181283,14.816580747420522,17.065937292985808,0.28120323939905933,0.0,3.750812062976962,0.04382528434383976,199.5997026365325,0.0
 01/01  17:00:00,3.9416666666666664,8.861111111,0.0,544.3739638686278,0.0,22.82504575635318,11.235916402607742,17.337487950198554,12.343064848596788,0.0,158.48174246669524,6.4224819560564965,182.39976441389638,0.0
 01/01  18:00:00,3.7583333333333333,8.861111111,0.0,1025.7374450186855,0.0,22.82361189157406,8.212717703993468,17.50189019457214,22.312797055656024,0.0,279.13459910803317,15.778022982252386,168.13425746261575,0.0
 01/01  19:00:00,2.3666666666666667,8.861111111,0.0,1071.2523597188622,0.0,22.812828149560215,7.298834135527759,17.542526002449378,33.25764116258001,0.0,409.39717716939384,24.889879067740836,152.3932767412193,0.0
 01/01  20:00:00,0.7083333333333335,8.861111111,0.0,905.0912809898476,0.0,22.805922501575836,7.643847998316811,17.3975621632945,50.83877386381483,0.0,618.0623628470092,38.13828790548958,127.0384550535871,0.0
 01/01  21:00:00,0.0,8.861111111,0.0,712.2828884902675,0.0,22.818050488480228,7.619207267349613,17.14659788904356,68.27393246590226,0.0,830.5351731298796,48.26113269612566,101.97413821700009,0.0
 01/01  22:00:00,-0.6416666666666667,8.866666667000002,0.0,652.4012002861117,0.0,22.824832812797144,7.409048606329485,17.43518638525363,77.06215337698013,0.0,936.5160560738788,52.18938945073572,89.294598101322,0.0
 01/01  23:00:00,-1.45,8.866666667000002,0.0,551.3587143882705,0.0,22.818818019335392,7.383628821534429,17.3851902867533,86.51765025146699,0.0,1055.3830172041978,51.24007266753838,75.7436868129059,0.0
 01/01  24:00:00,-1.3500000000000003,8.866666667000002,0.0,260.69817405206874,0.0,22.825403583647724,7.1426532436766905,17.422638270422404,94.04628125148308,0.0,1145.0293368575053,57.94805966364705,64.89486502661464,0.0
 01/02  01:00:00,-1.45,8.866666667000002,0.0,282.2131135824682,0.0,22.8196173174438,7.119976985672969,17.36112828868519,104.12532854791225,0.0,1252.1092393834053,74.83961032601994,50.11158649547758,0.0
 01/02  02:00:00,-2.341666666666667,8.866666667000002,0.0,317.62247157576275,0.0,22.824424092717937,5.90892077359457,17.19521660950401,115.8068424664027,0.0,1381.8606013743417,85.01492652243027,32.98960309050284,0.0
 01/02  03:00:00,-2.4499999999999997,8.872222222,0.0,359.52965804303835,0.0,22.82802695191757,6.178888168649945,17.18573281172488,115.4997615711366,0.0,1379.4368376505447,83.14080509176662,33.44758948769235,0.0
 01/02  04:00:00,-2.841666666666667,8.872222222,0.0,363.5553613418984,0.0,22.823281045268548,6.4375631356269984,17.353111368564228,116.67393663231519,0.0,1396.0709672742125,79.03222759657113,31.791105272108663,0.0
