Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 December,544386240.0496733,543398755.7336645,987484.3160088059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 December,59050337904.30311,58943224097.513855,107113806.78945655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
