Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),CRAWLSPACE:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,-19.4,8.822222222,0.0,539.1498879765395,0.0,18.62137832002227,-3.25272735949963,15.294133381088612,196.0223958396942,0.0,2819.032580866187,34.320076604710565,37.34593076812604,0.0
 01/01  02:00:00,-19.4,8.822222222,0.0,539.1498879765395,0.0,18.610202527202787,-3.880467319709007,14.778562557293144,210.24630578759792,0.0,3017.925534569768,36.81011765293312,25.544811740547555,0.0
 01/01  03:00:00,-18.0,8.827777778,0.0,539.1498879765395,0.0,18.61109804785384,-4.245575955411148,14.754020322486816,201.4546089755343,0.0,2940.9663636829587,22.19788610392,33.519356307954965,0.0
 01/01  04:00:00,-15.6,8.827777778,0.0,539.1498879765395,0.0,18.62319076350687,-4.324406703499088,14.86979672665767,184.16922031938654,0.0,2745.980409869723,37.819264581095,47.34532841589984,0.0
 01/01  05:00:00,-15.6,8.833333333,0.0,539.1498879765395,0.0,18.613434488391167,-4.785934647403346,14.544506090928092,188.01374595156943,0.0,2803.504570489338,38.60874971539109,44.15862991101291,0.0
 01/01  06:00:00,-14.0,8.833333333,0.0,539.1498879765395,0.0,20.249473960870244,-4.389707881945245,11.96559945875031,237.4931250036815,0.0,3623.392999896965,64.37133183361226,4.1713812529775085,486.22259235397473
 01/01  07:00:00,-17.0,8.838888889,0.0,539.1498879765395,0.0,20.272468751472825,-3.9446431990964794,13.16936036391931,243.31802294733444,0.0,3606.0599606849987,60.73431197643465,0.0,1060.3746151178757
 01/01  08:00:00,-16.7,8.844444444,0.0,539.1498879765395,0.0,20.27968466378406,-3.37498441952923,13.455806232943718,243.31802294733444,0.0,3644.57819204262,43.136806171056065,0.0,142.54299754308187
 01/01  09:00:00,-16.7,8.85,0.0,539.1498879765395,0.0,20.28185896859818,-3.04620769143827,13.266898432025918,239.70255893756678,0.0,3619.5080070288436,42.795259204198146,1.3926655468108118,0.0
 01/01  10:00:00,-16.0,8.85,0.0,539.1498879765395,0.0,20.282105450795466,-1.0833830572775218,13.51035619032039,208.33778777588154,0.0,3165.8180238903637,44.78537029114969,27.18274339351937,0.0
 01/01  11:00:00,-17.2,8.855555556,0.0,539.1498879765395,0.0,20.280427418718567,1.7777981539370336,13.290600095958702,199.63692950982255,0.0,2988.751117909411,54.54842763874307,33.8083252897084,0.0
 01/01  12:00:00,-14.4,8.861111111,0.0,539.1498879765395,0.0,20.27865797505174,4.803229654100055,13.901227783659104,149.02554350728354,0.0,2287.4891751403147,55.57315989046481,75.77104036338372,0.0
 01/01  13:00:00,-10.0,8.861111111,0.0,539.1498879765395,0.0,20.27799749930383,7.285168637153889,14.515593149706335,97.35440072225182,0.0,1557.1415653239465,34.10868728648406,119.23778823058065,0.0
 01/01  14:00:00,-10.0,8.861111111,0.0,539.1498879765395,0.0,20.27796710548761,8.577911161150713,14.577520952782491,83.20014645477015,0.0,1331.1989862919268,29.14969140295487,130.9796495442515,0.0
 01/01  15:00:00,-10.0,8.861111111,0.0,539.1498879765395,0.0,20.27991546611444,8.01552787184177,14.653687613641805,75.15018960735102,0.0,1198.8104226037617,30.59677787082389,137.56296507559028,0.0
 01/01  16:00:00,-11.7,8.861111111,0.0,539.1498879765395,0.0,20.2784594328058,6.409709049996909,14.491153253315105,81.15702605257815,0.0,1276.698534051058,32.36568286832272,132.47706617488424,0.0
 01/01  17:00:00,-11.7,8.861111111,0.0,539.1498879765395,0.0,20.277586311976805,3.9648006467205676,14.331133398307092,96.68468717552095,0.0,1520.2130957828138,38.55808094605864,119.55817033935185,0.0
 01/01  18:00:00,-15.0,8.861111111,0.0,539.1498879765395,0.0,20.277204706151167,1.3231304380203786,13.678124398026958,134.30809915762947,0.0,2055.5211321223915,40.769072255990736,88.27381667350825,0.0
 01/01  19:00:00,-14.4,8.861111111,0.0,539.1498879765395,0.0,20.276279601765932,-0.14076517296266405,13.647736235141622,142.63733932429747,0.0,2197.5180641619345,39.383554076191345,81.53260525795433,0.0
 01/01  20:00:00,-14.4,8.861111111,0.0,539.1498879765395,0.0,20.274663581051275,-0.8892721175778628,13.369685108438983,157.18574618034157,0.0,2420.401006325819,43.40041711932378,69.44971149892756,0.0
 01/01  21:00:00,-13.3,8.861111111,0.0,539.1498879765395,0.0,20.27455977446715,-1.3384396825299016,13.38673413278612,158.70414180200027,0.0,2462.9860319250533,51.39192468624756,68.0834578770507,0.0
 01/01  22:00:00,-14.4,8.866666667,0.0,539.1498879765395,0.0,20.275551656045533,-1.4042715616619528,12.993227346671972,178.4052482175876,0.0,2738.249760121482,57.907553697788664,51.55426079062553,0.0
 01/01  23:00:00,-14.4,8.866666667,0.0,539.1498879765395,0.0,18.637069856581064,-2.9357829034496237,13.395902781129086,119.83750090581465,0.0,1797.5084674141865,38.893153393461034,100.29758577253817,0.0
 01/01  24:00:00,-13.3,8.866666667,0.0,539.1498879765395,0.0,18.664684904078772,-3.1008653779767483,13.132351707847313,139.59621312528466,0.0,2107.448211079235,45.20349664107497,83.97926310070851,0.0
 01/02  01:00:00,-13.9,8.866666667,0.0,539.1498879765395,0.0,18.611909318408838,-3.8049787804371578,11.00267212685555,155.231491733076,0.0,2321.9721757988964,46.98414770040112,71.0164434263163,0.0
 01/02  02:00:00,-13.9,8.866666667,0.0,539.1498879765395,0.0,18.61658002894212,-4.015318015308251,11.103076957792512,165.90871000259094,0.0,2478.799954061371,50.2156049008861,62.14526318714313,0.0
 01/02  03:00:00,-13.9,8.872222222,0.0,539.1498879765395,0.0,18.611003786891988,-3.6835953712347385,12.446587714290935,167.10374386946734,0.0,2504.7870946358253,50.58277379870682,61.15035807648388,0.0
 01/02  04:00:00,-13.0,8.872222222,0.0,539.1498879765395,0.0,18.611375541392803,-3.8190422269557436,11.110447973864783,166.48432714657602,0.0,2508.1459943586206,50.98752761996721,61.75279382467051,0.0
 01/02  05:00:00,-12.8,8.872222222,0.0,539.1498879765395,0.0,18.611425389267172,-3.3105499547861474,12.383853359841112,163.18870647137697,0.0,2464.1541785182326,55.88586854031803,64.34770037298297,0.0
 01/02  06:00:00,-11.1,8.872222222,0.0,539.1498879765395,0.0,20.25031564073576,-2.511142132175941,9.78756163333014,209.4023867009476,0.0,3253.520852362032,86.20726868434127,26.05941263876376,337.6407232462699
 01/02  07:00:00,-11.1,8.872222222,0.0,539.1498879765395,0.0,20.2791667435283,-1.7173942217056726,11.254583095663577,204.21102948222952,0.0,3195.6242206827947,84.17088267102486,30.136571650208403,0.0
 01/02  08:00:00,-11.1,8.872222222,0.0,539.1498879765395,0.0,20.275183941950523,-1.512952300924519,11.047409584559803,189.65524942148969,0.0,2970.805094604282,78.17165846822168,42.24347558407899,0.0
 01/02  09:00:00,-11.1,8.872222222,0.0,539.1498879765395,0.0,20.28064229098444,-0.5388298804040852,11.295432721489831,168.02417267125256,0.0,2623.0874091203586,79.96626274208231,59.97437286563818,0.0
 01/02  10:00:00,-9.4,8.877777778,0.0,539.1498879765395,0.0,20.278804415926487,1.4753388450838645,12.35487768710939,131.22247461981752,0.0,2079.983290592791,64.69477232298489,90.80063401656774,0.0
 01/02  11:00:00,-9.4,8.877777778,0.0,539.1498879765395,0.0,20.2788795874979,1.9601431042119206,12.211061855165564,132.30996303284678,0.0,2097.463964181294,65.23095166965724,89.89560811404624,0.0
 01/02  12:00:00,-7.8,8.877777778,0.0,539.1498879765395,0.0,20.278998543802793,3.27533120323933,10.976131481784453,110.85244896870594,0.0,1779.4893651630318,49.44997566850124,108.00343551959728,0.0
 01/02  13:00:00,-7.2,8.883333333,0.0,539.1498879765395,0.0,20.277867967963974,5.096998604425832,12.5725530533398,99.12377999130368,0.0,1600.3460636037669,47.15664406446873,117.73000602862281,0.0
 01/02  14:00:00,-7.2,8.883333333,0.0,539.1498879765395,0.0,20.277343933397095,6.859825005277217,12.517194625403858,84.4237851313129,0.0,1363.8352499714579,40.16341386002496,129.9304714810306,0.0
 01/02  15:00:00,-6.7,8.883333333,0.0,539.1498879765395,0.0,20.279272200522783,7.091219285073123,12.677798573719937,72.28899320464899,0.0,1174.6603573899172,32.231334638209745,140.0655535288326,0.0
 01/02  16:00:00,-8.9,8.883333333,0.0,539.1498879765395,0.0,20.278969929748353,6.167566914433968,12.535264834352482,78.470272200063,0.0,1252.5542259506387,35.96406321244731,134.7898404264011,0.0
 01/02  17:00:00,-8.9,8.888888889,0.0,539.1498879765395,0.0,20.277734151668973,4.092153740771141,12.514795618867236,88.23459334090181,0.0,1408.1365507563444,40.43916520654987,126.67557053927223,0.0
 01/02  18:00:00,-13.9,8.888888889,0.0,539.1498879765395,0.0,20.27749817599352,-0.019002791515003215,8.967880962209179,143.82870907505608,0.0,2195.378329742605,49.356402174879626,80.30439393148079,0.0
 01/02  19:00:00,-13.3,8.894444444,0.0,539.1498879765395,0.0,20.276019136336643,-1.6878557128755267,9.358790115870452,152.35823774197598,0.0,2336.0609261945556,55.85061304346057,73.17522819119255,0.0
 01/02  20:00:00,-13.3,8.894444444,0.0,539.1498879765395,0.0,20.274689454418596,-2.795841838615352,9.024634027838466,165.47572304920556,0.0,2535.805226105965,60.65899042310967,62.256433737314495,0.0
 01/02  21:00:00,-15.0,8.894444444,0.0,539.1498879765395,0.0,20.277460724909616,-2.150452944445074,11.02229239797645,185.6183825821322,0.0,2818.06655525162,58.87732412940425,45.51273195337353,0.0
 01/02  22:00:00,-15.0,8.894444444,0.0,539.1498879765395,0.0,20.285481241538907,-2.3553771790058207,10.918513493909893,193.5554269846428,0.0,2941.4043765855185,61.3952173333002,38.9060722918692,0.0
 01/02  23:00:00,-16.7,8.894444444,0.0,539.1498879765395,0.0,18.62141491499038,-4.453491302612595,9.171239712529417,153.17521893683335,0.0,2219.4071090805514,44.16910526852763,72.84446342896831,17.7986702410795
 01/02  24:00:00,-15.6,8.9,0.0,539.1498879765395,0.0,18.610387323910317,-4.126359202970823,10.866455759038596,158.69003069576877,0.0,2331.145423542282,51.90735079434964,67.81258254400177,0.0
 01/03  01:00:00,-13.9,8.9,0.0,539.1498879765395,0.0,18.6520174662277,-4.096352251306755,10.912365166274204,160.22706141710523,0.0,2389.957199257318,54.993499041330026,66.67123863688076,0.0
 01/03  02:00:00,-13.9,8.9,0.0,539.1498879765395,0.0,18.61811560163803,-3.715599179663986,10.638628334232077,170.1971103304248,0.0,2538.7509166269338,58.415450380301095,58.374902862228694,0.0
