Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,1864581884.8223898,1226070542.1313515,0.0,90358242.69103965,0.0,0.0,548153100.0000006,548153100.0000006,0.0,0.0,0.0
 August,952670380.6736784,0.0,591169598.4398359,50426582.23384333,0.0,0.0,311074200.0000004,311074200.0000004,0.0,0.0,0.0
 December,51399062679.350655,21190542973.345646,9169529946.642324,2407772334.7195168,0.0,0.0,18631217424.642746,18631217424.642746,0.0,0.0,0.0
