Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,2980259782.916032,2358443379.3180737,0.0,84490303.5979529,0.0,0.0,537326100.0000008,537326100.0000008,0.0,0.0,0.0
 July,995323596.8301445,0.0,589260156.9983647,49307039.83177938,0.0,0.0,356756399.9999986,356756399.9999986,0.0,0.0,0.0
 December,49991997715.25558,17306582404.888996,10029214937.908634,2007945534.9573007,0.0,0.0,20648254837.500374,20648254837.500374,0.0,0.0,0.0
