Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.44353585319049926,5.029114590831003,0.0,0.0,2634779169.3017373,2849487719.749697,2634779169.301738,31569350.44795658,0.0,0.0,183139200.0000003,183139200.0000003,0.0,0.0,0.0
 July,0.18087182255743356,4.085961490043483,0.0,94.66666666666666,0.0,263954700.00000027,0.0,0.0,0.0,0.0,263954700.00000027,263954700.00000027,0.0,0.0,0.0
 December,0.27503708862135884,4.066970524194344,0.0,2943.666666666666,31465637774.265125,46091168562.9481,31465637774.265175,377014422.1337118,0.0,0.0,14248516366.549866,14248516366.549866,0.0,0.0,0.0
