Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,775509611.7006018,553816113.105699,0.0,34595198.59490365,0.0,0.0,187098300.0000003,187098300.0000003,0.0,0.0,0.0
 July,553367625.5325947,0.0,315165872.72810996,31191852.80448535,0.0,0.0,207009900.00000003,207009900.00000003,0.0,0.0,0.0
 December,26468497071.719654,10846360203.274654,4271009352.4169993,1097557335.4060135,0.0,0.0,10253570180.62228,10253570180.62228,0.0,0.0,0.0
