Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,8.9,18.605183872689885,0.0,0.0,0.0,200.0,0.0
 01/01  02:00:00,8.3,18.31939811311774,0.0,0.0,0.0,200.0,0.0
 01/01  03:00:00,8.9,17.978259894241155,0.0,0.0,0.0,200.0,0.0
 01/01  04:00:00,8.9,17.934515374434934,29.180017650894513,398.85984755986044,0.0,179.38651396566948,0.0
 01/01  05:00:00,8.9,18.195167770504895,50.69585016265216,692.9039472436992,0.0,164.1871978341895,0.0
 01/01  06:00:00,8.9,18.32047258959014,44.563158731454735,611.5499135025505,0.0,168.51948271085652,0.0
 01/01  07:00:00,9.4,20.033940967001183,175.23722389184456,2425.226265474354,0.0,76.20809176314343,0.0
 01/01  08:00:00,8.9,20.87251217120651,149.88182268403153,2122.4334026280467,0.0,94.11977416666927,0.0
 01/01  09:00:00,9.4,20.81211581752533,119.97411069669751,1733.4149652458516,0.0,115.24732147474262,0.0
 01/01  10:00:00,8.9,20.708840948638887,95.56278131034267,1370.6330423357047,0.0,132.49208819850924,0.0
 01/01  11:00:00,10.0,20.878629975989725,109.51252331369467,1589.9847112174562,0.0,0.0,0.0
 01/01  12:00:00,11.1,20.83772708841435,106.58309974764686,1576.520318120538,0.0,0.0,0.0
 01/01  13:00:00,11.1,20.471226034220262,61.24370068522983,907.2601382779721,0.0,0.0,0.0
 01/01  14:00:00,12.8,20.803105284708593,117.20019513686057,1768.1731968323106,0.0,0.0,0.0
 01/01  15:00:00,10.6,20.575601607088633,144.70200842697992,2138.841951610788,0.0,0.0,0.0
 01/01  16:00:00,9.4,21.048977024297397,167.36033327882507,2410.0986739411574,0.0,81.77252207254213,0.0
 01/01  17:00:00,9.4,20.753550413520347,170.67712648890898,2480.0659037150876,0.0,79.42945733101922,0.0
 01/01  18:00:00,8.9,20.60185918581831,180.95222265347954,2595.6295617211163,0.0,72.17087531699207,0.0
 01/01  19:00:00,8.3,20.953213944363817,189.71284271432808,2690.7153395686532,0.0,65.98215667271658,0.0
 01/01  20:00:00,8.3,20.882195768826634,177.86265209848713,2537.2939011164153,0.0,74.35342435617889,0.0
 01/01  21:00:00,8.3,20.519738909501427,186.80663275672902,2662.799919661315,0.0,68.0351752517497,0.0
 01/01  22:00:00,8.3,20.59303789862151,206.28694287351766,2919.113101999946,0.0,54.273802474631474,0.0
 01/01  23:00:00,8.3,18.19415952465985,24.85858924211739,352.3353349981596,0.0,182.43927785424634,0.0
 01/01  24:00:00,8.3,17.95384384368916,76.40872234264805,1040.9196522595091,0.0,146.02298909634376,0.0
